spec,observations,factors,post_sample_pct,post_sample_t,post_pub_pct,post_pub_t,postpub_minus_postsample_pct,contrast_t
month_cluster_frozen,101920,141,0.027044928422861787,0.5552599233764293,-0.16433353199202239,-2.9747897598010336,-0.19137846041488418,-3.002729172792735
factor_and_month_clusters,101920,141,0.027044928422861787,0.5808702921690961,-0.16433353199202239,-2.9209226351284663,-0.19137846041488418,-3.0318862861665976
