signalname,is_mean,pp_mean,pp_n,Year,Predictability in OP,decay,year_z,is_z,cohort
Cash,0.7153460915989154,-0.12558129075447577,144,2012,1_clear,1.175553193383333,1.0056707915874845,0.026598541193620547,2001_plus
CashProd,0.5200294720230376,0.2025033662409335,180,2009,1_clear,0.6105925199717094,0.633465231711692,-0.40345295205107967,2001_plus
ChAssetTurnover,0.2908748614399139,0.04546226529441378,192,2008,1_clear,0.8437050727953508,0.5093967117530944,-0.9080095160504659,2001_plus
ChEQ,0.5624440041578984,0.4058739493126214,168,2010,1_clear,0.278374475837282,0.7575337516702895,-0.3100639054892429,2001_plus
ChForecastAccrual,0.3705687344260628,0.10201003912306725,240,2004,1_clear,0.72472032946584,0.013122631918704325,-0.7325381754417245,2001_plus
ChInv,0.7903739373762794,0.25000421999325817,264,2002,1_clear,0.6836886843420334,-0.23501440799849072,0.1917961428188813,2001_plus
ChInvIA,0.5016842759737974,0.17880137563571052,312,1998,1_clear,0.6435978080264784,-0.7312884878328808,-0.4438457203263755,1990_2000
ChNAnalyst,0.5683466100970784,0.10962672072379638,192,2008,1_clear,0.8071129152946453,0.5093967117530944,-0.2970674461828537,2001_plus
ChNNCOA,0.3554672226521279,-0.08816808406649157,192,2008,1_clear,1.2480343571727168,0.5093967117530944,-0.7657889438747207,2001_plus
ChNWC,0.15318585875503077,0.0723760857217517,192,2008,1_clear,0.5275276300961116,0.5093967117530944,-1.2111755309886056,2001_plus
ChTax,1.0547898262472477,0.4255135064152096,156,2011,1_clear,0.5965892959651402,0.881602271628887,0.7739915959938681,2001_plus
ChangeInRecommendation,1.0485869264973169,0.25575891704485304,240,2004,1_clear,0.7560918312235819,0.013122631918704325,0.7603339446086586,2001_plus
CitationsRD,0.206374627340535,0.06193654272210553,132,2013,1_clear,0.6998829578991551,1.129739311546082,-1.094063585247825,2001_plus
CompEquIss,0.23546497593807025,0.342795347978841,216,2006,1_clear,-0.4558230862707995,0.2612596718358994,-1.0300119552301408,2001_plus
CompositeDebtIssuance,0.31559427318713346,0.22134147259297987,192,2008,1_clear,0.2986518089897843,0.5093967117530944,-0.8535818899881967,2001_plus
ConsRecomm,0.5164989966932828,0.10946106275121707,276,2001,2_likely,0.7880711028443308,-0.35908292795708824,-0.41122641337107146,2001_plus
ConvDebt,0.38190667419086083,0.2978915773937159,96,2016,1_clear,0.21998855342118928,1.5019448714218746,-0.707574104607621,2001_plus
CoskewACX,0.2975683652719586,0.2825253799314751,216,2006,1_clear,0.05055303955692737,0.2612596718358994,-0.8932716441568165,2001_plus
Coskewness,0.2858351161888769,0.26791392585343615,288,2000,2_likely,0.06269765091983527,-0.48315144791568576,-0.9191061138488901,1990_2000
CredRatDG,0.4845504030594755,0.25100648017134186,276,2001,1_clear,0.48198065962493397,-0.35908292795708824,-0.48157137648338527,2001_plus
CustomerMomentum,1.092214803174748,0.39362188375510293,192,2008,1_clear,0.6396112901867292,0.5093967117530944,0.8563945540589263,2001_plus
DebtIssuance,0.1711744165934788,0.08756262545394201,300,1999,2_likely,0.4884596238356458,-0.6072199678742833,-1.1715680148615006,1990_2000
DelBreadth,0.6832617355122175,0.2988572076359689,264,2002,1_clear,0.5626021594610064,-0.23501440799849072,-0.04404534602314967,2001_plus
DelCOA,0.5411303988206518,0.1448100918089615,228,2005,1_clear,0.7323933526474156,0.13719115187730185,-0.3569925684039226,2001_plus
DelCOL,0.35489526802498,0.09909331005550318,228,2005,1_clear,0.7207815404049616,0.13719115187730185,-0.7670482834127861,2001_plus
DelDRC,0.7038415422958584,0.23157636225194153,132,2013,2_likely,0.6709822476568186,1.129739311546082,0.0012676266117977503,2001_plus
DelEqu,0.46633714953061006,0.29238687194957325,228,2005,1_clear,0.37301398302950095,0.13719115187730185,-0.5216736314473568,2001_plus
DelFINL,0.7176076772037651,0.19309085756823235,228,2005,1_clear,0.7309242031514609,0.13719115187730185,0.03157813928710733,2001_plus
DelLTI,0.1607695256599945,0.12498040010185157,228,2005,1_clear,0.22261137744370796,0.13719115187730185,-1.1944776827264765,2001_plus
DelNetFin,0.545275066928875,0.024900394348770345,228,2005,1_clear,0.9543342509881929,0.13719115187730185,-0.3478667668576155,2001_plus
DivInit,0.5828336353206502,0.2638405079838462,348,1995,1_clear,0.5473142042691267,-1.1034940477086734,-0.26516966480818494,1990_2000
DivOmit,0.4834989705038736,0.8525561425240498,347,1995,1_clear,-0.7633049800200545,-1.1034940477086734,-0.4838864387733459,1990_2000
DivSeason,0.3244241246637417,0.09087123848341869,132,2013,1_clear,0.7198998731133059,1.129739311546082,-0.8341401710966352,2001_plus
DivYieldST,0.5732933874083508,0.631186132133053,540,1979,1_clear,-0.10098275332707753,-3.088590367046234,-0.28617554679364055,through_1989
DolVol,0.7596280533851185,0.3879428182350795,312,1998,1_clear,0.4892989845407946,-0.7312884878328808,0.12409932648938117,1990_2000
DownRecomm,0.599286711819787,0.18526984729797294,276,2001,2_likely,0.690849398720381,-0.35908292795708824,-0.22894299791067474,2001_plus
EBM,0.30053763603815226,0.21421941198297456,204,2007,1_clear,0.2872126938677986,0.3853281917944969,-0.8867338526999388,2001_plus
EP,0.36672896719072634,0.203441478503393,564,1977,1_clear,0.4452538612866425,-3.336727406963429,-0.74099264100054,through_1989
EarnSupBig,0.3991017579340758,0.4757742981535091,204,2007,1_clear,-0.19211275995456312,0.3853281917944969,-0.6697136733944722,2001_plus
EarningsConsistency,0.20664233388892791,0.3616568259272051,180,2009,1_clear,-0.7501584458564955,0.633465231711692,-1.0934741443639016,2001_plus
EarningsForecastDisparity,0.6557531977076103,0.15290888706760972,156,2011,1_clear,0.7668194564629643,0.881602271628887,-0.10461411782320519,2001_plus
EarningsStreak,1.0930536751606499,0.6818815623458893,144,2012,1_clear,0.37616827257300905,1.0056707915874845,0.8582415968295907,2001_plus
EarningsSurprise,1.1304228101146432,0.40025420258557626,480,1984,1_clear,0.6459252246113258,-2.468247767253246,0.9405216010766656,through_1989
EntMult,0.8599385999229121,0.28140018311189646,156,2011,1_clear,0.6727671218187878,0.881602271628887,0.3449648136171233,2001_plus
EquityDuration,0.598883767672466,0.0075093086040521045,240,2004,1_clear,0.9874611585596372,0.013122631918704325,-0.22983020726657027,2001_plus
ExchSwitch,0.44659444574011015,0.7736962780864872,348,1995,1_clear,-0.7324359616794915,-1.1034940477086734,-0.5651434563103348,1990_2000
ExclExp,0.2521456909794096,0.05089583847653441,252,2003,1_clear,0.7981490848451953,-0.1109458880398932,-0.9932840698740742,2001_plus
FEPS,1.4786249733904058,0.6445276782960143,216,2006,1_clear,0.5641033460850132,0.2612596718358994,1.707199114710383,2001_plus
FR,0.29796253736246475,-0.444335098843644,216,2006,2_likely,2.4912448483519265,0.2612596718358994,-0.892403749266532,2001_plus
FirmAgeMom,2.2276189440080327,0.8432898810591131,216,2006,1_clear,0.6214388985479591,0.2612596718358994,3.356346925044331,2001_plus
ForecastDispersion,0.7150248689975769,0.3313305647822104,264,2002,1_clear,0.5366167260074234,-0.23501440799849072,0.025891267743621594,2001_plus
Frontier,2.0801046901959825,0.48646468679952415,180,2009,1_clear,0.7661345176075294,0.633465231711692,3.0315475031389933,2001_plus
GP,0.3010693855006836,1.0241899485981474,132,2013,1_clear,-2.401840233256868,1.129739311546082,-0.8855630375850231,2001_plus
Governance,0.5179682959720546,-0.5385579978690395,38,2003,1_clear,2.0397508922015097,-0.1109458880398932,-0.40799128494098047,2001_plus
GrAdExp,0.4054591094938897,0.11041554345181082,120,2014,1_clear,0.7276777340392329,1.2538078315046797,-0.6557159473570453,2001_plus
GrLTNOA,0.36912810663643353,-0.04699287964587776,252,2003,2_likely,1.1273077796055304,-0.1109458880398932,-0.735710174493752,2001_plus
GrSaleToGrInv,0.31736648952984486,-0.026741874650273393,312,1998,2_likely,1.0842618093986214,-0.7312884878328808,-0.8496797935552836,1990_2000
Herf,0.21272709003764206,-0.3101278323149891,216,2006,1_clear,2.457867130416309,0.2612596718358994,-1.0800766235924149,2001_plus
HerfAsset,0.1799741613153379,-0.3791548796239124,216,2006,2_likely,3.106718413648192,0.2612596718358994,-1.152192585540508,2001_plus
HerfBE,0.22122261566544296,-0.3384157710960924,216,2006,1_clear,2.5297521461724406,0.2612596718358994,-1.0613710291065597,2001_plus
High52,0.4701974514645906,0.20295159074032793,240,2004,2_likely,0.5683694369074824,0.013122631918704325,-0.5131739522357842,2001_plus
IO_ShortInterest,2.232290931750517,5.790645223823447,228,2005,2_likely,-1.5940369785413864,0.13719115187730185,3.3666337880334574,2001_plus
IdioVol3F,0.9684962910088176,0.26852365174506077,216,2006,1_clear,0.7227416829182095,0.2612596718358994,0.5839890054962681,2001_plus
IdioVolAHT,0.8943252905668114,0.21982871878744978,252,2003,1_clear,0.754196016699779,-0.1109458880398932,0.42067802067172066,2001_plus
Illiquidity,0.3940535323330135,0.042990231625354446,264,2002,1_clear,0.8909025599368984,-0.23501440799849072,-0.6808289433734797,2001_plus
IndIPO,0.6687946878564215,0.43617999760952686,396,1991,1_clear,0.3478118090208769,-1.5997681275430635,-0.0758991404453919,1990_2000
IndMom,0.25690338925409634,0.31278572639083,300,1999,1_clear,-0.2175227711046737,-0.6072199678742833,-0.9828084879605653,1990_2000
IndRetBig,2.327518681198812,0.5904994779773508,204,2007,1_clear,0.7462965677795513,0.3853281917944969,3.5763078850841787,2001_plus
IntMom,1.2409349231874691,0.6754164563153027,144,2012,1_clear,0.45571968062561574,1.0056707915874845,1.183849072910842,2001_plus
IntanBM,0.39246081921957127,0.09521593987151274,216,2006,1_clear,0.7573873996878094,0.2612596718358994,-0.684335806507982,2001_plus
IntanCFP,0.39361159033131915,0.2985384596959284,216,2006,1_clear,0.24154047535887793,0.2612596718358994,-0.6818020188760606,2001_plus
IntanEP,0.32403518118792796,0.23172561820882642,216,2006,1_clear,0.2848751257215047,0.2612596718358994,-0.834996553533136,2001_plus
IntanSP,0.5607533188618715,0.18488012860567354,216,2006,1_clear,0.6703004291068415,0.2612596718358994,-0.3137864854608913,2001_plus
InvGrowth,0.8608265839187778,0.44558078624198605,144,2012,1_clear,0.4823803137984546,1.0056707915874845,0.3469199920562579,2001_plus
InvestPPEInv,0.7967789499525444,0.2172268001175877,192,2008,1_clear,0.7273688014341675,0.5093967117530944,0.20589880970229918,2001_plus
Investment,0.25738683910460275,0.07432682249641978,240,2004,1_clear,0.7112252407505065,0.013122631918704325,-0.9817440197623614,2001_plus
LRreversal,0.784520058681048,0.4772139298667306,468,1985,1_clear,0.39171226460540354,-2.3441792472946488,0.17890697199653058,through_1989
Leverage,0.3551290839096765,0.32316337832997927,432,1988,1_clear,0.09001151138561042,-1.971973687418856,-0.7665334635752504,through_1989
MRreversal,0.39487685056369964,0.314672136842371,468,1985,2_likely,0.20311323291510705,-2.3441792472946488,-0.6790161471286388,through_1989
MS,1.104692012251532,0.5487053426323113,228,2005,1_clear,0.5032956366598818,0.13719115187730185,0.8838670876643562,2001_plus
MaxRet,0.8861230012349923,0.19944457987192324,156,2011,1_clear,0.7749244973960085,0.881602271628887,0.40261807890724866,2001_plus
MeanRankRevGrowth,0.5428074471325005,0.024920420827150656,360,1994,1_clear,0.9540897587923707,-1.227562567667271,-0.35330001457865107,1990_2000
Mom12m,1.3406960070664518,0.8531742264188287,372,1993,1_clear,0.36363335019872184,-1.3516310876258684,1.403504743703359,1990_2000
Mom12mOffSeason,1.352855615923714,0.8800918325834889,192,2008,1_clear,0.3494562004811042,0.5093967117530944,1.430277979681394,2001_plus
Mom6m,1.0166762570459411,1.039263360052881,372,1993,1_clear,-0.022216613056912495,-1.3516310876258684,0.690072483613677,1990_2000
Mom6mJunk,2.0904243449440734,0.4533777237509893,204,2007,1_clear,0.7831168944967876,0.3853281917944969,3.054269496504551,2001_plus
MomOffSeason,1.2327521969055506,0.41561520222531456,192,2008,1_clear,0.6628558413697496,0.5093967117530944,1.1658322054062074,2001_plus
MomOffSeason06YrPlus,0.6049775397366829,0.5309497336969622,192,2008,1_clear,0.12236455269387585,0.5093967117530944,-0.21641283509721815,2001_plus
MomOffSeason11YrPlus,0.17540003840084434,0.043224415201039736,192,2008,2_likely,0.7535666719624181,0.5093967117530944,-1.1622639680676796,2001_plus
MomOffSeason16YrPlus,0.34956825408201264,0.22082803185815117,192,2008,1_clear,0.36828350606933996,0.5093967117530944,-0.7787773943593252,2001_plus
MomRev,1.174099260804911,0.07336397225566625,216,2006,1_clear,0.9375146763951021,0.2612596718358994,1.0366891616240732,2001_plus
MomSeason,0.8125412991394375,-0.06357680263619597,192,2008,1_clear,1.078244395335388,0.5093967117530944,0.24060462132031343,2001_plus
MomSeason06YrPlus,0.7463792467631403,0.079715769569641,192,2008,1_clear,0.8931966960290653,0.5093967117530944,0.09492787613423842,2001_plus
MomSeason11YrPlus,0.7490963309555085,0.1611407314089829,192,2008,1_clear,0.784886502910193,0.5093967117530944,0.10091039885420391,2001_plus
MomSeason16YrPlus,0.5855347847426619,0.45720422243607334,192,2008,1_clear,0.219168127411916,0.5093967117530944,-0.2592222275397354,2001_plus
MomSeasonShort,1.3607244373766851,0.12004061941000742,192,2008,1_clear,0.9117818302422558,0.5093967117530944,1.447603686133177,2001_plus
MomVol,1.593673507127506,1.1403157450452333,288,2000,1_clear,0.2844734257391409,-0.48315144791568576,1.9605149556085624,1990_2000
NOA,1.0838061346863117,0.01799705389406672,240,2004,1_clear,0.9833945820031036,0.013122631918704325,0.83788020311683,2001_plus
NetDebtFinance,0.7185302878634665,0.36343320162586495,216,2006,1_clear,0.49419918997913737,0.2612596718358994,0.03360955931039903,2001_plus
NetDebtPrice,0.5467213411727078,0.09617751198467792,204,2007,1_clear,0.8240831210678938,0.3853281917944969,-0.34468233534558007,2001_plus
NetEquityFinance,0.7116735997307342,1.0197717461498654,216,2006,1_clear,-0.4329205783883257,0.2612596718358994,0.0185123854160433,2001_plus
NetPayoutYield,0.8833968202277976,1.49354706742342,204,2007,1_clear,-0.6906864879118373,0.3853281917944969,0.39661552666389516,2001_plus
NumEarnIncrease,0.4997069588940965,0.310308049105735,144,2012,2_likely,0.37901995643110714,1.0056707915874845,-0.4481994110905824,2001_plus
OPLeverage,0.3516415398311557,-0.029287105957336256,156,2011,1_clear,1.0832868209239408,0.881602271628887,-0.7742123981276782,2001_plus
OScore,0.9878486750353846,1.1061040984573869,312,1998,1_clear,-0.11971005925352518,-0.7312884878328808,0.6265994175878866,1990_2000
OperProf,0.7254259093311245,0.45427415373250185,216,2006,2_likely,0.37378283862046896,0.2612596718358994,0.04879245729141024,2001_plus
OperProfRD,0.3231087467644222,0.9756887727587079,96,2016,2_likely,-2.0196916132081077,1.5019448714218746,-0.8370363927853567,2001_plus
OptionVolume1,0.752514803892527,0.09656888165439342,129,2012,1_clear,0.8716717848541021,1.0056707915874845,0.10843725137895933,2001_plus
OptionVolume2,0.5741053753641188,-0.1905061535287833,129,2012,2_likely,1.331831335681115,1.0056707915874845,-0.2843876977430426,2001_plus
OrderBacklog,0.49631785922468136,-0.29681739229171006,252,2003,1_clear,1.5980389115059868,-0.1109458880398932,-0.4556615890493858,2001_plus
OrderBacklogChg,0.3623828682876827,0.6592545159729051,204,2007,1_clear,-0.8192209777685923,0.3853281917944969,-0.7505619563363349,2001_plus
OrgCap,0.40909254739290396,0.18454776479814589,132,2013,1_clear,0.5488850482018167,1.129739311546082,-0.6477157812806713,2001_plus
PS,1.0480293709852773,0.5949707941048267,288,2000,1_clear,0.43229568695629156,-0.48315144791568576,0.7591063092899636,1990_2000
PatentsRD,0.4556732439454061,-5.224885000648185,48,2013,1_clear,12.46629754999215,1.129739311546082,-0.545153602228624,2001_plus
PayoutYield,0.4326195010725782,0.20123207523050776,204,2007,1_clear,0.5348520472803463,0.3853281917944969,-0.5959137299067883,2001_plus
PctAcc,0.45479014274863616,0.11979380274932488,156,2011,1_clear,0.7365954283324578,0.881602271628887,-0.5470980296367051,2001_plus
PctTotAcc,0.49579007185719315,0.38814211127382864,156,2011,1_clear,0.21712407467161085,0.881602271628887,-0.45682368035527093,2001_plus
PredictedFE,0.41227634268849384,-0.03658000915435493,312,1998,2_likely,1.0887269177654317,-0.7312884878328808,-0.6407056460242501,1990_2000
Price,1.430288612861401,0.3285472199342003,612,1973,1_clear,0.7702930604495853,-3.833001486797819,1.6007712845101107,through_1989
PriceDelayRsq,0.4916899442867479,-0.2528296676408409,224,2005,1_clear,1.5142054877847848,0.13719115187730185,-0.4658514117792153,2001_plus
PriceDelaySlope,0.1609241048209786,-0.11071797000395213,224,2005,2_likely,1.688013583341795,0.13719115187730185,-1.1941373276704135,2001_plus
PriceDelayTstat,0.16230680907209602,-0.10632609356408244,224,2005,2_likely,1.655093240831645,0.13719115187730185,-1.1910928656620086,2001_plus
ProbInformedTrading,1.6614716542224288,0.36702285180790317,132,2002,2_likely,0.7790977349055825,-0.23501440799849072,2.109794082293777,2001_plus
RD,1.0123473132883358,0.22383088884512206,276,2001,1_clear,0.7788991130740812,-0.35908292795708824,0.6805409407722485,2001_plus
RDAbility,0.30779944972830603,0.21259483088226414,132,2013,1_clear,0.3093073068521689,1.129739311546082,-0.8707446663833989,2001_plus
RDIPO,0.9018794976383524,0.6988447543508298,216,2006,1_clear,0.22512402579190036,0.2612596718358994,0.4373110037657876,2001_plus
RDS,0.4884360963662061,-0.103338828504811,156,2011,1_clear,1.2115708263038212,0.881602271628887,-0.47301579011045375,2001_plus
RDcap,0.4307621132596785,-0.1925440501538113,156,2011,1_clear,1.4469846447190655,0.881602271628887,-0.6000033583480674,2001_plus
REV6,1.132681550485282,0.546449301525322,336,1996,1_clear,0.5175613999440503,-0.9794255277500759,0.9454949344845172,1990_2000
RIO_Disp,0.6087758220955518,0.3897121745907817,228,2005,1_clear,0.3598428839547219,0.13719115187730185,-0.20804971165312225,2001_plus
RIO_MB,0.8829100823166649,0.08089151690279792,228,2005,1_clear,0.9083807983135191,0.13719115187730185,0.3955438187572358,2001_plus
RIO_Turnover,0.6414246981249377,0.43082427761225917,228,2005,1_clear,0.32833225962193535,0.13719115187730185,-0.13616285471443812,2001_plus
RIO_Volatility,0.9965503331304488,0.9247045291785071,228,2005,1_clear,0.07209450598070001,0.13719115187730185,0.6457588780865023,2001_plus
RIVolSpread,1.045060952109228,0.15765646838479996,157,2009,1_clear,0.8491413653274437,0.633465231711692,0.7525703935394619,2001_plus
RealizedVol,0.8485354046463082,0.05022266205110579,216,2006,1_clear,0.9408125320686649,0.2612596718358994,0.31985706207445785,2001_plus
Recomm_ShortInterest,0.8173478064157346,0.4469477388492103,156,2011,1_clear,0.4531731346913587,0.881602271628887,0.2511876717332869,2001_plus
ResidualMomentum,0.9503154714338249,0.3261864293680202,156,2011,1_clear,0.6567598453639043,0.881602271628887,0.5439581641699331,2001_plus
ReturnSkew,0.40910164654499487,0.2784600917022319,108,2015,1_clear,0.3193376412587829,1.377876351463277,-0.6476957466110541,2001_plus
ReturnSkew3F,0.2858722248119361,0.21315110741996315,108,2015,1_clear,0.2543832911357976,1.377876351463277,-0.919024407444215,2001_plus
RevenueSurprise,0.7313062114211061,0.37449178161991337,216,2006,1_clear,0.4879138508994958,0.2612596718358994,0.0617398075989149,2001_plus
RoE,0.32123897876546714,0.3796178159442777,336,1996,2_likely,-0.1817302414643531,-0.9794255277500759,-0.8411532801332835,1990_2000
SP,0.7111349640154038,0.8830331277187278,336,1996,2_likely,-0.24172368453479745,-0.9794255277500759,0.017326408031242295,1990_2000
STreversal,2.9679188578960907,1.6089490651773635,408,1990,1_clear,0.4578864375295215,-1.723836647501661,4.986352011696986,1990_2000
ShareIss1Y,0.7132510398957802,0.8547613638601078,192,2008,1_clear,-0.19840184738462494,0.5093967117530944,0.0219856203100082,2001_plus
ShareIss5Y,0.5394836426140427,0.877460876245249,216,2006,1_clear,-0.6264828197451058,0.2612596718358994,-0.36061842455072696,2001_plus
ShareRepurchase,0.31412167378105316,0.28456864675864163,348,1995,2_likely,0.09408146425136639,-1.1034940477086734,-0.8568242846953715,1990_2000
ShareVol,0.7368070308454938,0.054294481130510656,312,1998,1_clear,0.926311125087654,-0.7312884878328808,0.07385160644462645,1990_2000
ShortInterest,0.8250633249999367,0.9829098943035568,276,2001,2_likely,-0.19131449007702794,-0.35908292795708824,0.2681758332911637,2001_plus
Size,0.4967133669589979,0.04799398437550664,516,1981,1_clear,0.9033769019156105,-2.8404533271290386,-0.45479075331558083,through_1989
SmileSlope,1.821287213974395,0.8514126948882719,133,2011,1_clear,0.5325214560583624,0.881602271628887,2.4616787312515194,2001_plus
Spinoff,0.39561856352738,-0.029383692975903358,372,1993,2_likely,1.0742727861754389,-1.3516310876258684,-0.6773830307646431,1990_2000
SurpriseRD,0.29276399961763716,-0.026660059911188246,240,2004,1_clear,1.0910633136109886,0.013122631918704325,-0.9038499791096791,2001_plus
Tax,0.43583769307098497,0.36591001211666246,240,2004,1_clear,0.16044431692357863,0.013122631918704325,-0.5888278593983376,2001_plus
TotalAccruals,0.28281164574399126,0.016780883367633493,228,2005,1_clear,0.9406641005765936,0.13719115187730185,-0.9257632430907731,2001_plus
TrendFactor,1.7301283276672101,0.18124611974099025,96,2016,1_clear,0.8952412275768177,1.5019448714218746,2.2609635270663535,2001_plus
UpRecomm,0.6520710993403098,0.1838158930501851,276,2001,2_likely,0.7181045238224041,-0.35908292795708824,-0.11272142535581525,2001_plus
VolMkt,0.4377597985046694,0.36842281556398637,336,1996,2_likely,0.15839047618700747,-0.9794255277500759,-0.584595734586201,1990_2000
VolSD,0.38413742640598925,0.008500878461105688,276,2001,1_clear,0.9778702155094847,-0.35908292795708824,-0.7026623960020858,2001_plus
VolumeTrend,0.5347039783151969,0.6850827826747462,336,1996,2_likely,-0.28123748926158937,-0.9794255277500759,-0.37114237163413677,1990_2000
XFIN,1.0960154696302178,1.2343492268428462,216,2006,1_clear,-0.1262151502836913,0.2612596718358994,0.8647629268479342,2001_plus
betaVIX,1.089992422494382,0.2027858453440379,216,2006,1_clear,0.8139566467077132,0.2612596718358994,0.8515012780426562,2001_plus
cfp,0.3638634765582628,0.9325587488734678,240,2004,1_clear,-1.56293585081531,0.013122631918704325,-0.7473019275735185,2001_plus
dCPVolSpread,1.3433018844157898,0.6838453024111171,97,2014,1_clear,0.4909220999801355,1.2538078315046797,1.4092424092831177,2001_plus
dNoa,1.0528583264111206,0.2008261778755007,240,2004,1_clear,0.8092562191533811,0.013122631918704325,0.7697387864248102,2001_plus
dVolCall,0.875190177324769,0.5942878829652455,97,2014,1_clear,0.3209614340258817,1.2538078315046797,0.3785459991314344,2001_plus
dVolPut,0.3846302012647519,0.22742561229081426,97,2014,2_likely,0.40871618624073996,1.2538078315046797,-0.7015773958402741,2001_plus
fgr5yrLag,0.8460562425196883,-0.0005117376416024051,336,1996,1_clear,1.0006048506185339,-0.9794255277500759,0.31439840025211147,1990_2000
grcapx,0.5241457086548569,0.18856432925549266,216,2006,1_clear,0.6402444470271151,0.2612596718358994,-0.3943897514186588,2001_plus
grcapx3y,0.5934627243991407,0.05482959416750662,216,2006,1_clear,0.9076107194044586,0.2612596718358994,-0.24176635361038912,2001_plus
hire,0.5078709811520896,0.1918695480781045,120,2014,1_clear,0.6222080898521621,1.2538078315046797,-0.4302237264276142,2001_plus
iomom_cust,0.4222731394386097,0.049067233523726404,168,2010,2_likely,0.883802143823406,0.7575337516702895,-0.6186945269531413,2001_plus
iomom_supp,0.6632542741681782,0.05348360290443925,168,2010,2_likely,0.9193618420755512,0.7575337516702895,-0.08809811862244757,2001_plus
realestate,0.3014658581869073,0.1350008617522643,168,2010,2_likely,0.5521852372796243,0.7575337516702895,-0.8846900772035078,2001_plus
retConglomerate,1.3655144661247602,0.302587953882855,144,2012,1_clear,0.7784073611892377,1.0056707915874845,1.4581504538392116,2001_plus
roaq,1.587183304321806,1.2912829355289293,168,2010,1_clear,0.1864311248657654,0.7575337516702895,1.9462247154123462,2001_plus
sfe,0.8319624710710086,0.7396532905432246,276,2001,1_clear,0.11095353905681807,-0.35908292795708824,0.28336649180460954,2001_plus
sinAlgo,0.2626242438427024,-0.07649074343294102,180,2009,2_likely,1.2912554542327583,0.633465231711692,-0.970212211904753,2001_plus
skew1,0.638163920782595,0.1812876519618288,145,2010,2_likely,0.7159230629341884,0.7575337516702895,-0.14334249036581295,2001_plus
