cohort,n,is_mean,pp_mean,decay,pp_months,decay_sd
through_1989,12,0.7547417652575983,0.3450688314183328,0.4897840021881828,513.0,0.3229541092739578
1990_2000,36,0.7365305332238606,0.4591507071198831,0.3488434399858877,339.6388888888889,0.5337642857011767
2001_plus,160,0.691920568733946,0.26478483031136224,0.6852045299180458,192.11875,1.158780771044054
