period,date,method,turnover,candidate_count,w_Cnsmr,w_Manuf,w_HiTec,w_Hlth,w_Other
confirmation,2020-03-02,localized,0.0,64,0.07628033922970472,3.3635957660810854e-07,0.9231639000248619,3.354182844921787e-10,0.0005554240504385067
confirmation,2020-03-02,all_gene,0.0059736493749126506,64,0.9946714123635634,0.0002873939790197322,3.330431467920021e-05,0.0022160376643626657,0.0027918516783750082
confirmation,2020-03-02,random,0.06358026573650438,64,0.18828108435304647,0.033760944400211955,0.6892880288425125,0.03346286190251773,0.055207080501711414
confirmation,2020-03-02,min_variance,0.07401859039942761,1,0.5575432068841875,0.17281110316438653,1.11165147227953e-16,0.26964568995142596,0.0
confirmation,2020-03-02,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-04-01,localized,0.0,64,0.07628033922970472,3.3635957660810854e-07,0.9231639000248619,3.354182844921787e-10,0.0005554240504385067
confirmation,2020-04-01,all_gene,0.002776100289545281,64,0.9974475126531086,0.00012364294507427945,2.016628504208806e-05,0.0014214076992370474,0.0009872704175378534
confirmation,2020-04-01,random,0.07179735045089898,64,0.14858128748105762,0.0016633908213018129,0.7064148016345703,0.059657791533632286,0.08368272852943806
confirmation,2020-04-01,min_variance,0.1823678281965894,1,0.547986481851985,0.0,0.0,0.4520135181480156,0.0
confirmation,2020-04-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-05-01,localized,0.0,64,0.07628033922970472,3.3635957660810854e-07,0.9231639000248619,3.354182844921787e-10,0.0005554240504385067
confirmation,2020-05-01,all_gene,0.0012668189553884635,64,0.9966050002443719,0.0001296114314890883,1.8443349923463906e-05,0.0026822581682106974,0.0005646868060046828
confirmation,2020-05-01,random,0.5452259902315284,64,0.2757847216842348,0.08912271060303496,0.21452408324192426,0.3902210277802503,0.03034745669055561
confirmation,2020-05-01,min_variance,0.012146179651674931,1,0.5601326615036591,2.0704926454420834e-16,2.390040175543815e-16,0.4398673384963404,2.9498555936682315e-17
confirmation,2020-05-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-06-01,localized,0.07543519864745368,64,0.0008451405822510333,3.3635957660810854e-07,0.9231639000248619,0.07543519898287197,0.0005554240504385067
confirmation,2020-06-01,all_gene,0.004782103925356024,64,0.9918228963190159,0.00022813534354775909,3.1137127684828494e-05,0.00726731809027769,0.0006505131194736508
confirmation,2020-06-01,random,0.43155463425736607,64,0.009614696512219257,0.01319331514970374,0.1250688696099049,0.8001703977409945,0.05195272098717743
confirmation,2020-06-01,min_variance,0.028613857442285742,1,0.5315188040613735,5.366366363418415e-17,2.7663633465310095e-16,0.46848119593862597,1.4263074586644826e-16
confirmation,2020-06-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-07-01,localized,0.0,64,0.0008451405822510333,3.3635957660810854e-07,0.9231639000248619,0.07543519898287197,0.0005554240504385067
confirmation,2020-07-01,all_gene,0.0059871287626592495,64,0.9861838261659707,0.00024151273235521723,6.420819722643281e-05,0.013207998394587951,0.00030245450985968584
confirmation,2020-07-01,random,0.6733821292335128,64,0.09960900988278816,0.005517552917143481,0.6276228368782979,0.13446403074004196,0.13278656958172852
confirmation,2020-07-01,min_variance,0.01975050549478301,1,0.5512693095561566,3.756822451612199e-17,0.0,0.4487306904438434,6.354324116625667e-17
confirmation,2020-07-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-08-03,localized,0.0024728819899130228,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2020-08-03,all_gene,0.007030508707518332,64,0.993214334873489,0.00012075349767787728,3.384842103224518e-05,0.006525969834927436,0.00010509337287337799
confirmation,2020-08-03,random,0.35786656899541697,64,0.138919669363884,0.014797738479920025,0.3595455592880896,0.44373975469158655,0.0429972781765199
confirmation,2020-08-03,min_variance,0.034930331556982275,1,0.5163389779991745,1.8776170695711456e-16,0.0,0.4836610220008256,0.0
confirmation,2020-08-03,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-09-01,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2020-09-01,all_gene,0.0047005227546124025,64,0.9979110066373176,7.582340788344281e-05,3.769941181598813e-05,0.0019297920889613243,4.567845402145894e-05
confirmation,2020-09-01,random,0.382663125568589,64,0.15138425005123765,0.08215413274217201,0.662387709907073,0.0961316489753043,0.007942258324213063
confirmation,2020-09-01,min_variance,0.0009529299336412495,1,0.5172919079328158,0.0,0.0,0.48270809206718457,0.0
confirmation,2020-09-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-10-01,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2020-10-01,all_gene,0.0013055268631028448,64,0.9992165335004206,2.9080005512950024e-05,2.3231287980630392e-05,0.0007013719497758035,2.9783256310175093e-05
confirmation,2020-10-01,random,0.21831038907632708,64,0.19337274186419826,0.008761081253216165,0.5174703723197017,0.22537917590664835,0.05501662865623547
confirmation,2020-10-01,min_variance,0.057214908203507435,1,0.46007699972930816,1.3844182889826542e-16,6.938893903907228e-17,0.5399230002706916,0.0
confirmation,2020-10-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-11-02,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2020-11-02,all_gene,0.00047385621861081677,64,0.9996903897190315,6.6338096404829775e-06,5.182152393976311e-06,0.00028948789410338134,8.306424830931269e-06
confirmation,2020-11-02,random,0.3500647341727378,64,0.013912983429787614,0.005359612639460468,0.8675351064924396,0.0892730977146995,0.02391919972361287
confirmation,2020-11-02,min_variance,0.033816461531295465,1,0.42626053819801313,0.0,0.0,0.5737394618019872,1.129731929489961e-16
confirmation,2020-11-02,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2020-12-01,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2020-12-01,all_gene,0.00021652753435373029,64,0.9999069172533852,1.6943131761342799e-06,2.6991002752557217e-06,8.64462030367598e-05,2.2431301269113587e-06
confirmation,2020-12-01,random,0.0,64,0.013912983429787614,0.005359612639460468,0.8675351064924396,0.0892730977146995,0.02391919972361287
confirmation,2020-12-01,min_variance,0.003104591368065181,1,0.429365129566078,0.0,2.2422258100635065e-16,0.570634870433922,0.0
confirmation,2020-12-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2021-01-04,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2021-01-04,all_gene,5.751674070174401e-05,64,0.9999644339940869,1.2021851516114641e-06,1.7731843525706188e-06,3.0878040760751956e-05,1.712595648285461e-06
confirmation,2021-01-04,random,0.5564063494595118,64,0.5478621759719885,0.0014279859702924546,0.3413025349435283,0.06303094647326697,0.04637635664092384
confirmation,2021-01-04,min_variance,0.00034653496509598963,1,0.4290185946009821,2.482128202716462e-16,6.928921891314734e-17,0.5709814053990176,5.0678939515406165e-17
confirmation,2021-01-04,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2021-02-01,localized,0.0,64,0.003318022572164056,3.3635957660810854e-07,0.9206910180349489,0.07543519898287197,0.0005554240504385067
confirmation,2021-02-01,all_gene,2.1297024247948396e-05,64,0.9999857310183348,4.911190836731782e-07,8.11570495601949e-07,1.1837858354886963e-05,1.128433731073303e-06
confirmation,2021-02-01,random,0.0,64,0.5478621759719885,0.0014279859702924546,0.3413025349435283,0.06303094647326697,0.04637635664092384
confirmation,2021-02-01,min_variance,0.004811242983920989,1,0.42420735161706136,5.4353284922719055e-18,2.6647194749848195e-16,0.5757926483829384,0.0
confirmation,2021-02-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2021-03-01,localized,0.1747153211879673,64,0.17803334376013136,3.3635957660810854e-07,0.7459756968469816,0.07543519898287197,0.0005554240504385067
confirmation,2021-03-01,all_gene,8.441889142005348e-06,64,0.9999941729074767,2.6742025218244154e-07,6.86549515223741e-07,4.252148801817029e-06,6.209739539539183e-07
confirmation,2021-03-01,random,0.43245063450766685,64,0.18236143672674823,0.037329758565195784,0.7378513968562918,0.03674086837195251,0.00571653947981175
confirmation,2021-03-01,min_variance,0.006249889942290535,1,0.41795746167477116,0.0,0.0,0.582042538325229,1.4427103808375582e-17
confirmation,2021-03-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2021-04-01,localized,0.7429486628626757,64,0.920982006622807,3.3635957660810854e-07,0.003027033984305927,0.07543519898287197,0.0005554240504385067
confirmation,2021-04-01,all_gene,4.0765775519739876e-06,64,0.9999982494850289,1.3193001381876027e-07,2.312325012556369e-07,1.0523700140143402e-06,3.349824423326779e-07
confirmation,2021-04-01,random,0.4314016043565858,64,0.3866289349893375,0.03187198744642005,0.3417795349288398,0.006868897061594395,0.23285064557380833
confirmation,2021-04-01,min_variance,0.05854948482882143,1,0.43509939644493745,0.04140755005865496,1.0954274268084396e-16,0.5234930534964075,1.066551057762935e-17
confirmation,2021-04-01,equal_weight,0.0,1,0.2,0.2,0.2,0.2,0.2
confirmation,2021-05-03,localized,0.0,64,0.920982006622807,3.3635957660810854e-07,0.003027033984305927,0.07543519898287197,0.0005554240504385067
confirmation,2021-05-03,all_gene,1.0521081965763658e-06,64,0.9999993015932253,1.0449578382347792e-07,9.224459716283307e-08,3.119012996745274e-07,1.8976509395000624e-07
