period,date,method,net_return
confirmation,2015-04-14,random,0.0003308922635965549
confirmation,2015-04-15,random,0.005729733804298029
confirmation,2015-04-16,random,-0.0015067109895375592
confirmation,2015-04-17,random,-0.009376777783423045
confirmation,2015-04-20,random,0.006925357125016549
confirmation,2015-04-21,random,0.00683487085142768
confirmation,2015-04-22,random,0.0023876165634412775
confirmation,2015-04-23,random,0.004917116174874656
confirmation,2015-04-24,random,-0.0036801664462938486
confirmation,2015-04-27,random,-0.019044183728503226
confirmation,2015-04-28,random,0.0006249301099431567
confirmation,2015-04-29,random,-0.004733383700948049
confirmation,2015-04-30,random,-0.017271404075732404
confirmation,2015-04-01,min_variance,-0.003793943674175719
confirmation,2015-04-02,min_variance,0.006051621380159908
confirmation,2015-04-06,min_variance,0.0068580485041424
confirmation,2015-04-07,min_variance,-0.004858070402888825
confirmation,2015-04-08,min_variance,0.004525825289244238
confirmation,2015-04-09,min_variance,0.0021290242520711996
confirmation,2015-04-10,min_variance,0.002545157758266706
confirmation,2015-04-13,min_variance,-0.004954834942151153
confirmation,2015-04-14,min_variance,0.0008515921818313396
confirmation,2015-04-15,min_variance,-0.0005613204627907789
confirmation,2015-04-16,min_variance,0.0003645267251998834
confirmation,2015-04-17,min_variance,-0.011845165057848848
confirmation,2015-04-20,min_variance,0.008619354367768894
confirmation,2015-04-21,min_variance,3.2274311973154446e-05
confirmation,2015-04-22,min_variance,0.002306449022728918
confirmation,2015-04-23,min_variance,0.0022387087355377885
confirmation,2015-04-24,min_variance,0.006670990347093085
confirmation,2015-04-27,min_variance,-0.006935495173546543
confirmation,2015-04-28,min_variance,-0.0011677548863554131
confirmation,2015-04-29,min_variance,-0.00869357287601751
confirmation,2015-04-30,min_variance,-0.007425803390497813
confirmation,2015-04-01,equal_weight,-0.00466
confirmation,2015-04-02,equal_weight,0.0034400000000000003
confirmation,2015-04-06,equal_weight,0.00578
confirmation,2015-04-07,equal_weight,-0.00162
confirmation,2015-04-08,equal_weight,0.00434
confirmation,2015-04-09,equal_weight,0.00438
confirmation,2015-04-10,equal_weight,0.00526
confirmation,2015-04-13,equal_weight,-0.004039999999999999
confirmation,2015-04-14,equal_weight,0.0012000000000000003
confirmation,2015-04-15,equal_weight,0.00542
confirmation,2015-04-16,equal_weight,-0.0009600000000000003
confirmation,2015-04-17,equal_weight,-0.011760000000000001
confirmation,2015-04-20,equal_weight,0.0091
confirmation,2015-04-21,equal_weight,-5.999999999999994e-05
confirmation,2015-04-22,equal_weight,0.0041800000000000006
confirmation,2015-04-23,equal_weight,0.00304
confirmation,2015-04-24,equal_weight,0.0012200000000000002
confirmation,2015-04-27,equal_weight,-0.0070799999999999995
confirmation,2015-04-28,equal_weight,0.00234
confirmation,2015-04-29,equal_weight,-0.00414
confirmation,2015-04-30,equal_weight,-0.011540000000000002
confirmation,2015-05-01,localized,0.011656469598550165
confirmation,2015-05-04,localized,0.002528582273851126
confirmation,2015-05-05,localized,-0.011507542622014907
confirmation,2015-05-06,localized,-0.0020414853950341738
confirmation,2015-05-07,localized,0.0055614155173456
confirmation,2015-05-08,localized,0.011797650917369904
confirmation,2015-05-11,localized,-0.0026564459877629855
confirmation,2015-05-12,localized,-0.0027393780629680095
confirmation,2015-05-13,localized,-0.0008517746643693641
confirmation,2015-05-14,localized,0.010656053336164829
confirmation,2015-05-15,localized,0.0025499198659846003
confirmation,2015-05-18,localized,0.003862733952596443
confirmation,2015-05-19,localized,-0.002024171265770719
confirmation,2015-05-20,localized,-0.0006314722701675623
confirmation,2015-05-21,localized,0.0027543668170364167
confirmation,2015-05-22,localized,-0.002550298503385895
confirmation,2015-05-26,localized,-0.008859689691220517
confirmation,2015-05-27,localized,0.009579216016276705
confirmation,2015-05-28,localized,-0.0008400498605204012
confirmation,2015-05-29,localized,-0.005876988583461957
confirmation,2015-05-01,all_gene,0.013694484221571416
confirmation,2015-05-04,all_gene,0.005703361162302648
confirmation,2015-05-05,all_gene,-0.012783899714330929
confirmation,2015-05-06,all_gene,-0.0012624275829129182
confirmation,2015-05-07,all_gene,0.005021787791749004
confirmation,2015-05-08,all_gene,0.0160439247141615
confirmation,2015-05-11,all_gene,-0.0010373191134751523
confirmation,2015-05-12,all_gene,-0.004715692286499937
confirmation,2015-05-13,all_gene,-0.001280121221811797
confirmation,2015-05-14,all_gene,0.013186411866925044
confirmation,2015-05-15,all_gene,0.002233591987789438
confirmation,2015-05-18,all_gene,0.007411774276534814
confirmation,2015-05-19,all_gene,0.0026920648511506258
confirmation,2015-05-20,all_gene,0.0023625838039284023
confirmation,2015-05-21,all_gene,-0.00030915436545716324
confirmation,2015-05-22,all_gene,-0.002442255063535552
confirmation,2015-05-26,all_gene,-0.008571058361054268
confirmation,2015-05-27,all_gene,0.01153379974140179
confirmation,2015-05-28,all_gene,-9.703108227118773e-05
confirmation,2015-05-29,all_gene,-0.003145112872415328
confirmation,2015-05-01,random,0.013567607399499169
confirmation,2015-05-04,random,0.005863246461918013
confirmation,2015-05-05,random,-0.012760153560316023
confirmation,2015-05-06,random,-0.00149735421003736
confirmation,2015-05-07,random,0.004991985888175903
confirmation,2015-05-08,random,0.016033638127667883
confirmation,2015-05-11,random,-0.0011183048011946274
confirmation,2015-05-12,random,-0.004782171393967125
confirmation,2015-05-13,random,-0.0010345044993572234
confirmation,2015-05-14,random,0.013157761693148048
confirmation,2015-05-15,random,0.0017948046953199172
confirmation,2015-05-18,random,0.007570489079788453
confirmation,2015-05-19,random,0.002984482816125638
confirmation,2015-05-20,random,0.002280504493862256
confirmation,2015-05-21,random,-0.0004580983221507838
confirmation,2015-05-22,random,-0.002354825149878192
confirmation,2015-05-26,random,-0.008719817203332194
confirmation,2015-05-27,random,0.011668663950756226
confirmation,2015-05-28,random,-0.00013614360040822975
confirmation,2015-05-29,random,-0.0032205757500305796
confirmation,2015-05-01,min_variance,0.010816301801589932
confirmation,2015-05-04,min_variance,0.0015999550219585948
confirmation,2015-05-05,min_variance,-0.01027067582922961
confirmation,2015-05-06,min_variance,-0.0007572776199250276
confirmation,2015-05-07,min_variance,0.005290411607350746
confirmation,2015-05-08,min_variance,0.01065695692242155
confirmation,2015-05-11,min_variance,-0.0030321830940520395
confirmation,2015-05-12,min_variance,-0.00163594005697136
confirmation,2015-05-13,min_variance,-0.0021519887762595736
confirmation,2015-05-14,min_variance,0.008696935261342676
confirmation,2015-05-15,min_variance,0.0038830991962805787
confirmation,2015-05-18,min_variance,0.0021031897726059663
confirmation,2015-05-19,min_variance,-0.003927230699279274
confirmation,2015-05-20,min_variance,-0.002067639018263306
confirmation,2015-05-21,min_variance,0.003754095723013667
confirmation,2015-05-22,min_variance,-0.0033250630230945624
confirmation,2015-05-26,min_variance,-0.008896688768532798
confirmation,2015-05-27,min_variance,0.006890489387131752
confirmation,2015-05-28,min_variance,-0.0008686745899475412
confirmation,2015-05-29,min_variance,-0.006176637570680443
confirmation,2015-05-01,equal_weight,0.0106
confirmation,2015-05-04,equal_weight,0.00332
confirmation,2015-05-05,equal_weight,-0.011859999999999999
confirmation,2015-05-06,equal_weight,-0.0027400000000000002
confirmation,2015-05-07,equal_weight,0.0039
confirmation,2015-05-08,equal_weight,0.012600000000000002
confirmation,2015-05-11,equal_weight,-0.00366
confirmation,2015-05-12,equal_weight,-0.00288
confirmation,2015-05-13,equal_weight,-0.00024000000000000011
confirmation,2015-05-14,equal_weight,0.010400000000000001
confirmation,2015-05-15,equal_weight,0.00102
confirmation,2015-05-18,equal_weight,0.0045000000000000005
confirmation,2015-05-19,equal_weight,-0.00066
confirmation,2015-05-20,equal_weight,-0.00022000000000000003
confirmation,2015-05-21,equal_weight,0.00212
confirmation,2015-05-22,equal_weight,-0.00244
confirmation,2015-05-26,equal_weight,-0.010000000000000002
confirmation,2015-05-27,equal_weight,0.0092
confirmation,2015-05-28,equal_weight,-0.001
