period,method,month,month_return,month_variance,certainty_equivalent
confirmation,equal_weight,2023-01,0.0576980976407766,0.00010197281157894739,0.05754513842340818
confirmation,equal_weight,2023-02,-0.026501459951703832,7.974612631578948e-05,-0.026621079141177516
confirmation,equal_weight,2023-03,0.020563635508947353,0.00012853002213438739,0.020370840475745774
confirmation,equal_weight,2023-04,0.013881846592555203,4.988832748538013e-05,0.013807014101327132
confirmation,equal_weight,2023-05,-0.011575826795732658,5.352116709956711e-05,-0.01165610854638201
confirmation,equal_weight,2023-06,0.06997032823649274,4.4235693333333345e-05,0.06990397469649275
confirmation,equal_weight,2023-07,0.03180922701810518,2.543206210526316e-05,0.03177107892494729
confirmation,equal_weight,2023-08,-0.017407630591182,4.6721035573122534e-05,-0.017477712144541684
confirmation,equal_weight,2023-09,-0.04567212562681777,4.333436210526316e-05,-0.04573712716997567
confirmation,equal_weight,2023-10,-0.030714559442595157,7.362205367965368e-05,-0.030824992523114637
confirmation,equal_weight,2023-11,0.08195640759481981,5.65285161904762e-05,0.0818716148205341
confirmation,equal_weight,2023-12,0.05483282070264894,4.7004078947368424e-05,0.05476231458422789
confirmation,equal_weight,2024-01,0.008160682542597497,3.706803619047619e-05,0.008105080488311782
confirmation,equal_weight,2024-02,0.05365157888467187,4.949086315789475e-05,0.053577342589935024
confirmation,equal_weight,2024-03,0.03450851341875105,3.0031806315789484e-05,0.034463465709277365
confirmation,equal_weight,2024-04,-0.041007546223778446,5.629768311688313e-05,-0.04109199274845377
confirmation,equal_weight,2024-05,0.03857567396654482,3.2139744588744596e-05,0.03852746434966171
confirmation,equal_weight,2024-06,0.020155384928015607,1.0539714619883043e-05,0.020139575356085782
confirmation,equal_weight,2024-07,0.02413964914166855,5.2651190476190465e-05,0.024060672355954264
confirmation,equal_weight,2024-08,0.02624849449680422,0.00013813832121212124,0.026041287014986036
confirmation,equal_weight,2024-09,0.016702368572157678,5.757846736842106e-05,0.016616000871105045
confirmation,equal_weight,2024-10,-0.011345170009314898,3.698072411067194e-05,-0.011400641095480906
confirmation,equal_weight,2024-11,0.06404373323043999,6.213010105263158e-05,0.06395053807886104
confirmation,equal_weight,2024-12,-0.04041415704687479,7.445741333333335e-05,-0.04052584316687479
confirmation,localized,2015-01,-0.013627220655590966,0.00010410311700896354,-0.013783375331104412
confirmation,localized,2015-02,0.058446829233979924,2.761148781415343e-05,0.0584054120022587
confirmation,localized,2015-03,-0.006271618455243599,7.323609095898108e-05,-0.006381472591682071
confirmation,localized,2015-04,-0.004890860473543479,3.5181543625949406e-05,-0.004943632788982404
confirmation,localized,2015-05,0.020156925717831564,4.2240978960181476e-05,0.020093564249391294
confirmation,localized,2015-06,-0.008027177701991461,4.874174596346882e-05,-0.008100290320936664
confirmation,localized,2015-07,0.034106576445559034,9.464409548425795e-05,0.033964610302332644
confirmation,localized,2015-08,-0.08328289809001266,0.0003208284529322788,-0.08376414076941108
confirmation,localized,2015-09,-0.06868217431013135,0.0003522089448746067,-0.06921048772744326
confirmation,localized,2015-10,0.07504547968694375,0.00017853905815374288,0.07477767109971313
confirmation,localized,2015-11,0.003925292201215402,7.144969681885602e-05,0.003818117655987118
confirmation,localized,2015-12,-0.0005351164699547439,0.00010506546594623683,-0.0006927146688740992
confirmation,localized,2016-01,-0.038261590737186046,0.0001631991978471996,-0.038506389533956846
confirmation,localized,2016-02,0.004762959563613611,0.0001139660170535096,0.004592010538033347
confirmation,localized,2016-03,0.05789177473448448,2.8920434218437395e-05,0.057848394083156826
confirmation,localized,2016-04,-0.0009340530996596597,3.9890088943939784e-05,-0.0009938882330755693
confirmation,localized,2016-05,0.008146662760340595,6.428808007162787e-05,0.008050230640233153
confirmation,localized,2016-06,0.01473807628583601,8.566876039481339e-05,0.01460957314524379
confirmation,localized,2016-07,0.027716259245085695,2.1170609652070674e-05,0.02768450333060759
confirmation,localized,2016-08,-0.008033884782522649,1.4431808861533448e-05,-0.008055532495814949
confirmation,localized,2016-09,0.016508836608113198,8.924072392650944e-05,0.016374975522223435
confirmation,localized,2016-10,-0.014626908412163186,2.4753320826628358e-05,-0.014664038393403129
confirmation,localized,2016-11,0.021748956615467385,6.790884542062382e-05,0.02164709334733645
confirmation,localized,2016-12,0.017777156854181353,5.3774754589648826e-05,0.01769649472229688
confirmation,localized,2017-01,0.04215713474295679,1.8004769565368247e-05,0.04213012758860874
confirmation,localized,2017-02,0.037942514963188456,8.808202910543988e-06,0.03792930265882264
confirmation,localized,2017-03,0.017626341736066697,2.535223858037735e-05,0.017588313378196132
confirmation,localized,2017-04,0.020448971534620775,2.0698848137219426e-05,0.020417923262414945
confirmation,localized,2017-05,0.029055840465061822,4.739919371150248e-05,0.02898474167449457
confirmation,localized,2017-06,-0.019013789591917685,6.953274155393067e-05,-0.01911808870424858
confirmation,localized,2017-07,0.03852364207205716,2.5122562575759514e-05,0.03848595822819352
confirmation,localized,2017-08,0.018779352887971834,5.64930526946087e-05,0.018694613308929922
confirmation,localized,2017-09,0.0037422904123380896,3.085977751007127e-05,0.0036960007460729825
confirmation,localized,2017-10,0.04559111363806112,2.7002611511436882e-05,0.045550609720793965
confirmation,localized,2017-11,0.016357999722571792,3.338720797979595e-05,0.0163079189106021
confirmation,localized,2017-12,0.006102346928146263,2.8069644072263928e-05,0.006060242462037867
confirmation,localized,2018-01,0.06938122889045406,4.6547056012768e-05,0.06931140830643491
confirmation,localized,2018-02,-0.012543431765273394,0.0003490049854542676,-0.013066939243454796
confirmation,localized,2018-03,-0.02999894355881938,0.00023437738514496998,-0.030350509636536835
confirmation,localized,2018-04,-0.004299788189701781,0.00015409183769087646,-0.004530925946238096
confirmation,localized,2018-05,0.054548135649691076,4.6257460706591753e-05,0.05447874945863119
confirmation,localized,2018-06,0.00501630806757114,6.866510350078902e-05,0.0049133104123199565
confirmation,localized,2018-07,0.025908969488188216,7.68662693483913e-05,0.02579367008416563
confirmation,localized,2018-08,0.06396139281618574,2.6525332900675177e-05,0.06392160481683472
confirmation,localized,2018-09,0.001657065869653307,4.005878333458225e-05,0.0015969776946514335
confirmation,localized,2018-10,-0.07623964036993636,0.00037213999990938187,-0.07679785036980043
confirmation,localized,2018-11,-0.00853330716534062,0.0002599264928615087,-0.008923196904632884
confirmation,localized,2018-12,-0.0986914506074057,0.0003670540530785235,-0.09924203168702347
confirmation,localized,2019-01,0.08655774672236571,0.000238028711866244,0.08620070365456635
confirmation,localized,2019-02,0.05090134177318428,3.732202803480489e-05,0.05084535873113208
confirmation,localized,2019-03,0.031683033036986386,7.781961644726958e-05,0.03156630361231548
confirmation,localized,2019-04,0.056979958319161694,2.0934497606394044e-05,0.0569485565727521
confirmation,localized,2019-05,-0.07699131804271342,0.00013303114349605616,-0.0771908647579575
confirmation,localized,2019-06,0.07534513411860044,0.00010254210668499948,0.07519132095857295
confirmation,localized,2019-07,0.03225937042566618,4.9676884861373156e-05,0.03218485509837412
confirmation,localized,2019-08,-0.0204779438141397,0.0002687800144030008,-0.0208811138357442
confirmation,localized,2019-09,0.012862009690672638,7.427548549778534e-05,0.01275059646242596
confirmation,localized,2019-10,0.02947439866367363,9.507656381105199e-05,0.02933178381795705
confirmation,localized,2019-11,0.0466574361698715,1.8906332960380324e-05,0.04662907667043093
confirmation,localized,2019-12,0.03370570001880502,3.0216781201456974e-05,0.033660374847002836
confirmation,localized,2020-01,0.025028688250709807,9.122907016966308e-05,0.024891844645455314
confirmation,localized,2020-02,-0.06934222368585352,0.0003045920686215475,-0.06979911178878584
confirmation,localized,2020-03,-0.1018288666607009,0.003454578052037634,-0.10701073373875736
confirmation,localized,2020-04,0.14458000993362874,0.0007571664866226344,0.1434442602036948
confirmation,localized,2020-05,0.07070428499451853,0.00017946699102456981,0.07043508450798168
confirmation,localized,2020-06,0.04266617048973864,0.000292831071835357,0.04222692388198561
confirmation,localized,2020-07,0.06490491231155904,0.00014792100071644212,0.06468303081048438
confirmation,localized,2020-08,0.0948411630711039,8.336966130833816e-05,0.0947161085791414
confirmation,localized,2020-09,-0.04620340942638623,0.0004039331196751692,-0.046809309105898984
confirmation,localized,2020-10,-0.021907134302905584,0.0002423255664425267,-0.022270622652569374
confirmation,localized,2020-11,0.11017216088328907,0.00017279510254583042,0.10991296822947033
confirmation,localized,2020-12,0.05055418875035467,3.890467414142414e-05,0.05049583173914253
confirmation,localized,2021-01,0.0036459222996358953,0.00016211479005748036,0.003402750114549675
confirmation,localized,2021-02,0.014333267007774708,0.00014202528853290804,0.014120229074975347
confirmation,localized,2021-03,0.016359182475366385,0.0002410783139577169,0.01599756500442981
confirmation,localized,2021-04,0.05534197780056016,4.6477960239759406e-05,0.05527226086020052
confirmation,localized,2021-05,-0.015597928589303534,8.508407179971346e-05,-0.015725554697003104
confirmation,localized,2021-06,0.026951503462925963,2.5290568204885297e-05,0.026913567610618635
confirmation,localized,2021-07,0.0031071355023575276,5.958273621367156e-05,0.0030177613980370203
confirmation,localized,2021-08,0.026604980048218208,5.030887005822083e-05,0.026529516743130876
confirmation,localized,2021-09,-0.025662190842403176,9.337321123454985e-05,-0.025802250659255
confirmation,localized,2021-10,0.06755114262632578,8.357284826861906e-05,0.06742578335392285
confirmation,localized,2021-11,-0.05130080200524867,0.00010199313644301923,-0.051453791709913196
confirmation,localized,2021-12,0.04727781204593873,0.0001553594044026395,0.04704477293933477
confirmation,localized,2022-01,-0.032748234453789604,0.0001375220178919587,-0.03295451748062754
confirmation,localized,2022-02,-0.016690162699144695,0.0001903952881656956,-0.01697575563139324
confirmation,localized,2022-03,0.01278448910341945,0.00029845303336613024,0.012336809553370255
confirmation,localized,2022-04,-0.08994735250792363,0.00019396931884870937,-0.0902383064861967
confirmation,localized,2022-05,0.0018538323404000412,0.000417185894276232,0.0012280534989856933
confirmation,localized,2022-06,-0.09218675496169204,0.00034223892494654576,-0.09270011334911187
confirmation,localized,2022-07,0.11255408283426438,0.000163199952939562,0.11230928290485503
confirmation,localized,2022-08,-0.018020908298598814,0.00012384245153759433,-0.018206671975905205
confirmation,localized,2022-09,-0.09591022669527405,0.00021964689543715071,-0.09623969703842977
confirmation,localized,2022-10,0.12414696446252105,0.0002906436998762912,0.12371099891270661
confirmation,localized,2022-11,0.05744608408940688,0.00016157403485791882,0.05720372303712
confirmation,localized,2022-12,-0.023006858777124495,0.00010504687003347592,-0.02316442908217471
confirmation,localized,2023-01,0.036208838476914806,0.00010813645383506174,0.036046633796162214
confirmation,localized,2023-02,-0.03901655630319789,6.569788032519637e-05,-0.039115103123685685
confirmation,localized,2023-03,0.00716810793765621,0.0001698801719471851,0.006913287679735432
confirmation,localized,2023-04,0.0074331458487324475,7.54894828778705e-05,0.007319911624415642
confirmation,localized,2023-05,-0.06460895375412112,7.2843613960035e-05,-0.06471821917506118
confirmation,localized,2023-06,0.0795085969361542,9.997238814616018e-05,0.07935863835393496
confirmation,localized,2023-07,0.04178659975670884,4.280170559475136e-05,0.04172239719831671
confirmation,localized,2023-08,-0.01812368130672759,3.9563204266622795e-05,-0.018183026113127526
confirmation,localized,2023-09,-0.04207003198775616,4.8397963819247785e-05,-0.042142628933485034
