location,name,in_sample,post_pub,post_sample,postpub_minus_insample
usa,mispricing_perf,0.002142742452706694,0.006980986860867732,0.001332517292853631,0.004838244408161038
usa,ncoa_gr1a,0.004082788600319964,-3.2129554559858975e-05,0.0025608108955854666,-0.004114918154879823
usa,ncol_gr1a,0.0013134512278810905,-0.0024725448226537907,-0.0018115219970578583,-0.003785996050534881
usa,netdebt_me,0.000835463234055539,0.005371178232700868,0.0008060537864808348,0.004535714998645329
usa,netis_at,0.004564365479240043,0.004040846754336997,0.003995703912685354,-0.0005235187249030462
usa,nfna_gr1a,0.0038864193895197245,0.00044025164712681834,0.0050965237285347164,-0.0034461677423929062
usa,ni_ar1,0.0002957197235911108,0.0007004483967281949,0.0009861132673747944,0.0004047286731370841
usa,ni_be,-6.73422618298355e-05,0.0034848808525943997,0.005618384355906891,0.003552223114424235
usa,ni_inc8q,0.0012516575907937455,-0.00037298551635355604,0.003398399332979766,-0.0016246431071473015
usa,ni_ivol,-0.0015322681957958685,0.0030969860311672644,-0.002192551188976547,0.004629254226963133
usa,ni_me,0.004560446769629218,0.0019251042589707118,0.0026931409780828713,-0.0026353425106585065
usa,niq_at,0.0016106127918985346,0.003151412441970986,0.006427731617645915,0.0015407996500724514
usa,niq_be,0.002232503253739613,0.003520863190811797,0.003311477926738028,0.001288359937072184
usa,niq_su,0.005053343550344385,0.0019733037824672703,0.0008946526948888362,-0.0030800397678771145
usa,nncoa_gr1a,0.004247594540965993,0.00048808934207422337,0.004026122617298123,-0.0037595051988917696
usa,noa_at,0.004063566992135646,0.003719863643489561,-0.00031470795880022065,-0.00034370334864608455
usa,noa_gr1a,0.005498766266362494,0.0008973466222749254,-1.3096901107208367e-05,-0.004601419644087569
usa,o_score,0.0016736844250685972,0.00198736992791891,0.008336855680636504,0.00031368550285031257
usa,oaccruals_at,0.004489485807293995,0.003479133213214704,0.00695594542704094,-0.0010103525940792914
usa,oaccruals_ni,0.0020990243416550425,0.0010894816447382207,0.0025672955299790474,-0.0010095426969168218
usa,ocf_at,0.0037345137416497872,0.0070998865617878555,0.005591732985970008,0.0033653728201380683
usa,ocf_at_chg1,0.0015404037784171375,0.007375809535144555,-0.00024043840728349192,0.005835405756727418
usa,ocf_me,0.005167427705541904,0.0007706922920468581,0.011058895565625351,-0.004396735413495046
usa,ocfq_saleq_std,0.0013151024634906984,0.0008289986568449078,0.0042408440793321915,-0.0004861038066457905
usa,op_atl1,0.0011571335717201088,0.005198310278953511,0.00032276689216269983,0.004041176707233402
usa,ope_be,0.002788570143497439,0.005323513246099158,0.005463470877936513,0.002534943102601719
usa,opex_at,0.001979571054359762,0.0012489731162100197,0.003293906615641758,-0.0007305979381497425
usa,pi_nix,-0.0004507581574310149,-7.048148105785397e-05,0.0001472954639336832,0.0003802766763731609
usa,ppeinv_gr1a,0.0046376303528940285,-0.0007105034512308064,-0.004436925990833626,-0.005348133804124835
usa,prc,0.003152014116335407,-0.0015211384445521943,0.003461924459894173,-0.004673152560887601
usa,prc_highprc_252d,0.0015261802518549002,0.002529309348103393,-0.003389227383867781,0.0010031290962484926
usa,qmj,0.002339500319761689,0.002598991845585905,0.008732239256034717,0.0002594915258242159
usa,qmj_growth,0.00204961280677328,0.003777585943484337,-0.0002919805943630334,0.0017279731367110572
usa,qmj_prof,0.0020238119723068673,0.00363588370252685,0.011939772975651748,0.0016120717302199826
usa,qmj_safety,0.0016250500310814875,-0.0035853071280052603,0.006467705516138587,-0.005210357159086748
usa,rd5_at,0.0006111529151027267,0.007463278877184971,-0.0017033335706252977,0.006852125962082244
usa,rd_me,0.00306662084576064,0.0033933624517555735,0.007734976140845135,0.00032674160599493367
usa,rd_sale,-0.0025217426379747342,0.0024873116377103228,0.004606410624136523,0.005009054275685057
usa,resff3_12_1,0.0055197090292552755,-0.0025126426535013948,-0.0005908522339916917,-0.00803235168275667
usa,resff3_6_1,0.0026515565209641275,-0.0006178968132723031,-0.004261309345886233,-0.0032694533342364305
usa,ret_12_1,0.004869229441873048,0.002270739971782024,0.009641753941651196,-0.0025984894700910237
usa,ret_12_7,0.006442402619409522,-0.00112496549625609,0.006560386628589474,-0.007567368115665612
usa,ret_1_0,0.003884024496261173,0.0009762428831596876,0.00324065082084975,-0.0029077816131014853
usa,ret_3_1,0.0007104577692352943,1.837836216350144e-05,0.0007392332896792045,-0.0006920794070717929
usa,ret_60_12,0.0032802781794465828,-6.421873678567461e-05,-0.0019070257837090114,-0.0033444969162322574
usa,ret_6_1,0.003096208632391792,0.0015170453760041025,-0.0027460257201343164,-0.0015791632563876897
usa,ret_9_1,0.0028987854796061097,0.002490458947091417,0.002032767270700933,-0.0004083265325146926
usa,rmax1_21d,0.00139642396846994,-0.001368465447508628,0.0040308999381995165,-0.002764889415978568
usa,rmax5_21d,0.004136448277987547,-0.002022708684031632,0.002603645480232007,-0.0061591569620191786
usa,rmax5_rvol_21d,0.002293291700692818,-0.0027283561819489367,0.005170093832982819,-0.005021647882641755
usa,rskew_21d,0.0007535439233627261,-5.869467672239512e-05,0.00042269090702823966,-0.0008122386000851212
usa,rvol_21d,0.0007269732747042994,0.0013486358930242144,0.0028469809635611625,0.0006216626183199151
usa,sale_bev,0.0031319179776113566,0.005019204477635973,0.00312917721361015,0.001887286500024616
usa,sale_emp_gr1,-0.0006775513455671167,-0.001688107469902575,0.0007293520089685792,-0.0010105561243354583
usa,sale_gr1,0.002765296586777144,0.00028494362414948173,-0.0017094319607448847,-0.002480352962627662
usa,sale_gr3,0.0028693071233379833,-0.0018630208435936,0.0005798452370308118,-0.004732327966931583
usa,sale_me,0.003370334056807074,0.0020717325877626204,0.00466675598662848,-0.0012986014690444534
usa,saleq_su,-0.0003599757984635283,0.0015208775200672385,-0.0008820480356688026,0.001880853318530767
usa,seas_11_15an,0.0026664030338808434,0.0016151057412973637,-0.000496035525123151,-0.0010512972925834797
usa,seas_11_15na,0.0015340178501679128,-0.0009450664375356133,0.0047431653755648645,-0.0024790842877035263
usa,seas_16_20an,0.0014759460720896245,0.0033439933018080247,-0.002469420126750383,0.0018680472297184002
usa,seas_16_20na,0.0008263110188545225,-0.0006813831634608766,0.0030634038110252345,-0.001507694182315399
usa,seas_1_1an,0.004994861036414605,0.002149176194441102,-0.0026815755645492817,-0.0028456848419735024
usa,seas_1_1na,0.0029262010262603223,0.0007129282002372251,0.006486941585956964,-0.002213272826023097
usa,seas_2_5an,0.002851328466112239,-0.0012424414811615671,0.0011066291302401403,-0.004093769947273806
usa,seas_2_5na,0.004821154840147689,-0.004488910626807054,-0.0034075176117656387,-0.009310065466954742
usa,seas_6_10an,0.003950381830774764,0.0038914649000216105,0.002977067914902664,-5.8916930753153806e-05
usa,seas_6_10na,0.002998403686538253,-0.0004895729551289215,0.007907607151082664,-0.0034879766416671745
usa,sti_gr1a,-0.0014555130514443126,-0.000765130855700125,-0.0006872003404272833,0.0006903821957441877
usa,taccruals_at,0.0025832986032807855,0.0013332347941800036,-0.004074514614409175,-0.0012500638091007819
usa,taccruals_ni,-0.0003838707513934342,1.7419005287958603e-06,-0.0004344062604161584,0.0003856126519222301
usa,tangibility,0.0011344107860822242,0.0009708247825430265,0.003919125646275034,-0.00016358600353919776
usa,tax_gr1a,0.001271445096783094,0.0018805759070466947,0.0016275495494820482,0.0006091308102636006
usa,turnover_126d,-0.0007987719710041118,-0.001997312582155642,-0.0005774348875819571,-0.00119854061115153
usa,turnover_var_126d,-0.0013915803853833536,0.0011164412804584298,0.0025810975616526364,0.0025080216658417837
usa,z_score,0.00019249236760808492,0.0014954705197069286,0.005935364383755973,0.0013029781520988437
usa,zero_trades_126d,-0.0004122063245887477,-0.002618271491845718,-0.0006160804486722306,-0.00220606516725697
usa,zero_trades_21d,-0.002592815116112724,-0.0016395573003511132,-0.0007658236859864886,0.0009532578157616109
usa,zero_trades_252d,0.0006916154807483404,-0.0031353012336620715,-0.0007028354361264278,-0.003826916714410412
world_ex_us,age,-0.005497677376291449,-0.007815070202534602,-0.007579916592557118,-0.0023173928262431535
world_ex_us,aliq_at,-0.00041497427671183484,-0.0016405832003936428,0.0010271323819947594,-0.001225608923681808
world_ex_us,aliq_mat,-0.006059620346770292,-0.002822205460153007,0.0001700560875586845,0.0032374148866172853
world_ex_us,ami_126d,-0.002833359285535872,0.0015607399467165808,0.0016076290024826453,0.004394099232252453
world_ex_us,at_be,-0.003170001042541228,-0.0002522110494367939,0.0019636337213979034,0.002917789993104434
world_ex_us,at_gr1,-0.001050402168478592,0.00018695009243189755,0.002305997415458162,0.0012373522609104896
world_ex_us,at_me,0.010331386461512743,0.0020195407596657086,0.0020492735167124544,-0.008311845701847034
world_ex_us,at_turnover,0.004480731354523783,0.0009343084612534696,0.0007269272253089806,-0.003546422893270313
world_ex_us,be_gr1a,0.0019124061537608456,-0.00021519939429390374,0.001947612010306152,-0.0021276055480547494
world_ex_us,betabab_1260d,0.004282880602740378,-0.00022077064037692213,0.006942158900634009,-0.0045036512431173
world_ex_us,betadown_252d,0.002093382600968309,0.00011130828476313729,0.0049091910992864135,-0.0019820743162051718
world_ex_us,bev_mev,0.005479541780233404,0.0015433525225259687,0.006028444640254594,-0.003936189257707435
world_ex_us,bidaskhl_21d,-0.002771071953876206,-0.001823945022336469,-0.0031726252848292666,0.0009471269315397368
world_ex_us,capex_abn,0.004359083592023502,-0.00018049427752699803,0.004669542767757749,-0.0045395778695505
world_ex_us,capx_gr1,-0.0035606748754336667,0.0013214901602889826,0.0051007030632272835,0.00488216503572265
world_ex_us,capx_gr2,-0.00014767780883288292,0.0006632338255322184,0.004072333681740582,0.0008109116343651013
world_ex_us,capx_gr3,0.003993990967397508,0.0010009728984714966,0.0038078802596396063,-0.0029930180689260112
world_ex_us,cash_at,0.00025061816198400713,0.0014561375206495351,0.001192984850647511,0.001205519358665528
world_ex_us,chcsho_12m,0.002489163671271551,0.00152949410607309,0.0025016467458270518,-0.000959669565198461
world_ex_us,coa_gr1a,-0.0010018142624247282,0.0015017838395144395,0.0013406342202509167,0.0025035981019391677
world_ex_us,col_gr1a,0.0011851754995099452,-0.0010261228630058959,-0.0005870834190473646,-0.002211298362515841
world_ex_us,cop_atl1,0.002387835802792106,0.0025160504267123223,0.0012220680022673,0.00012821462392021647
world_ex_us,corr_1260d,0.0017519231318630284,-0.005146687001620907,0.0004191915289423884,-0.006898610133483935
world_ex_us,coskew_21d,0.0019962443182180776,0.0013020712804533957,0.0016599561340245369,-0.000694173037764682
world_ex_us,cowc_gr1a,0.0013073687294871189,0.002530919235095754,0.0008013023239313564,0.0012235505056086352
world_ex_us,dbnetis_at,-0.001180826247042292,0.001631420494739294,0.0021682081854560785,0.002812246741781586
world_ex_us,debt_gr3,-0.002523604228694782,0.0010490557972655094,0.007349467789081408,0.0035726600259602913
world_ex_us,dgp_dsale,-0.010729379657007695,0.0007379958033040555,-0.002872163804127535,0.01146737546031175
world_ex_us,dolvol_126d,0.0015220341805672942,0.0025723674519990865,-0.006743903498712141,0.0010503332714317923
world_ex_us,dolvol_var_126d,0.0025813266726513384,-0.0003316321823314918,0.0026758574885171558,-0.0029129588549828304
world_ex_us,dsale_dinv,-0.03733103297068467,0.0013447940755477038,0.004561628323992185,0.038675827046232375
world_ex_us,dsale_drec,0.00888981138084962,-0.000748212544994009,-0.001784380836149644,-0.00963802392584363
world_ex_us,earnings_variability,-0.0010722556634466037,0.0007466662425604536,-0.0010716437864602443,0.0018189219060070574
world_ex_us,ebit_bev,9.486368023720943e-05,0.002470103866877381,0.0006063449910663467,0.0023752401866401715
world_ex_us,ebit_sale,0.00130366905890753,0.0003844433182448235,-0.0024136335339643386,-0.0009192257406627066
world_ex_us,ebitda_mev,0.004323989230596684,0.0022911928126127614,0.0032755020380477126,-0.002032796417983923
world_ex_us,emp_gr1,0.003606995399380178,0.00043444561982219166,0.001171977772665721,-0.003172549779557986
world_ex_us,eq_dur,0.006423080958784399,0.0022045326500567753,0.011330315364157986,-0.004218548308727624
world_ex_us,eqnetis_at,0.0015818522081817328,0.003290405277753392,0.004103136400180006,0.0017085530695716592
world_ex_us,eqnpo_12m,0.005219455940086241,0.003169679412109546,0.0020085968181773584,-0.002049776527976695
world_ex_us,eqnpo_me,0.0047524137719135075,0.0018120809424931013,0.001864986881552875,-0.002940332829420406
world_ex_us,eqpo_me,0.007296402984541161,0.00046971868342896126,0.0013263597528851685,-0.0068266843011122
world_ex_us,f_score,-0.0019893316150766975,0.0024811572934615813,0.003996310520705385,0.004470488908538279
world_ex_us,fcf_me,-0.013189931263981573,0.005308343863639068,0.0031738176232465644,0.01849827512762064
world_ex_us,fnl_gr1a,0.00027433158987586853,0.002344031698879736,0.0023869701699255645,0.0020697001090038674
world_ex_us,gp_at,0.00011061905095859045,0.001405229472512751,0.0069857177398595,0.0012946104215541606
world_ex_us,inv_gr1,0.0039730695906017,0.001657137516989593,0.0027518959172665833,-0.0023159320736121066
world_ex_us,inv_gr1a,-0.0008622016023910697,0.0012493311519449926,0.0036827647213644567,0.0021115327543360625
world_ex_us,iskew_ff3_21d,-0.0005802742175841778,-0.001456915889040084,-0.0001178120705227584,-0.0008766416714559062
world_ex_us,ival_me,0.00830685296680573,0.003792982389445442,0.0038780004556470734,-0.004513870577360288
world_ex_us,ivol_capm_252d,0.0039025455405765387,0.001326081109889874,0.0014727597956749599,-0.002576464430686665
world_ex_us,ivol_ff3_21d,0.0026582039808445727,0.002814144466924985,0.0006354655957738153,0.00015594048608041228
world_ex_us,kz_index,-0.0011059133675311776,-6.540233596162886e-05,-0.004114134806354228,0.0010405110315695487
world_ex_us,lnoa_gr1a,-0.0009318640189241399,0.0011601782011763362,0.0035489869805859758,0.002092042220100476
world_ex_us,lti_gr1a,-0.0011598699027238462,-0.0004710643692022417,-0.0001492064780832646,0.0006888055335216045
world_ex_us,mispricing_mgmt,0.003898205971729668,0.0026339620769633082,0.004746810733991341,-0.00126424389476636
world_ex_us,mispricing_perf,0.0035986378563623756,0.003954549184051899,-0.00021198945642037753,0.0003559113276895231
world_ex_us,ncoa_gr1a,0.0030519288117038332,0.0019959090044898028,0.0035166855992104277,-0.0010560198072140305
world_ex_us,ncol_gr1a,0.0011238666603585858,0.00012914375437387,0.00024525543239614785,-0.0009947229059847158
world_ex_us,netdebt_me,-0.0008772092441708634,0.0015296104664907727,-0.0030044383445707265,0.002406819710661636
world_ex_us,netis_at,0.0050670177087672255,0.0035967112073678215,0.003346633182462182,-0.001470306501399404
world_ex_us,nfna_gr1a,-6.121653087527324e-05,0.0023889502989441988,0.0021552472627788064,0.002450166829819472
world_ex_us,ni_ar1,-0.0006064014894363981,-0.00018167444300523514,-0.0007736303463524529,0.00042472704643116297
world_ex_us,ni_be,-0.0038099078734775073,0.002508540764562964,0.0027042135021546113,0.006318448638040471
world_ex_us,ni_ivol,-0.00254193098556348,-0.00017400841484193174,-0.0019236081080594028,0.0023679225707215483
world_ex_us,niq_at,0.009866593555165816,0.0018860559189194325,0.004981337610365214,-0.007980537636246383
world_ex_us,niq_be,0.007884911219552263,0.002750427586143832,0.002765242792681853,-0.005134483633408431
world_ex_us,nncoa_gr1a,0.0017352509186323547,0.001957685117902537,0.002934177689125083,0.00022243419927018226
world_ex_us,noa_at,0.0053036431247708874,0.0027298716701922576,-0.000826980270108921,-0.00257377145457863
world_ex_us,noa_gr1a,0.007732578632320446,0.0033322457481764723,0.004337547025985888,-0.004400332884143974
world_ex_us,o_score,0.0012948968250593874,0.0009452881390240213,0.010240305866995363,-0.00034960868603536605
world_ex_us,oaccruals_at,0.001699342559764411,0.0024117812566652485,0.0023801976231676617,0.0007124386969008375
world_ex_us,oaccruals_ni,0.0006674302192688086,0.0015674962225455803,-0.0005053755049063279,0.0009000660032767717
world_ex_us,ocf_at,0.0017018405987187157,-0.00025433051004295,0.003785720188642806,-0.001956171108761666
world_ex_us,ocf_at_chg1,0.0018444763443317192,0.002453845825196914,0.0019106738452531833,0.0006093694808651947
world_ex_us,ocf_me,-0.002118432492637549,0.0037178307233768373,0.009807354504620126,0.0058362632160143865
world_ex_us,ocfq_saleq_std,0.006208491349693048,0.00028998054536605154,0.0031704693591025684,-0.005918510804326997
world_ex_us,op_atl1,-0.0006981005343358729,0.00041420760300255933,0.0014531264409487956,0.001112308137338432
world_ex_us,ope_be,0.0010265326299488614,0.0017210492568971907,0.0016320508896083248,0.0006945166269483292
world_ex_us,opex_at,0.0011033240849336811,0.00015950332933046122,0.0047274346463656,-0.0009438207556032199
world_ex_us,pi_nix,-0.00027851590696822005,-0.0006191134938931753,0.0015662964704941228,-0.00034059758692495524
world_ex_us,ppeinv_gr1a,0.002854819139812475,0.0011699384659004202,-0.0016139598163563804,-0.001684880673912055
world_ex_us,prc_highprc_252d,0.0027147826193860878,0.0032957864768451846,0.00013662423228979502,0.0005810038574590969
world_ex_us,qmj,0.003883777261106596,0.0019020138225698845,0.0065067263805011835,-0.0019817634385367114
world_ex_us,qmj_growth,0.0022636583398855754,0.0030750913509275707,0.0011711516122064208,0.0008114330110419953
world_ex_us,qmj_prof,0.0018090539322284263,0.000597246453317325,0.005495204042932537,-0.0012118074789111014
world_ex_us,qmj_safety,0.0015326979313268162,0.00010826469363775228,0.0063746884042259,-0.0014244332376890639
world_ex_us,rd5_at,0.003466954853074887,0.0042769663957050235,-0.0012724530136292275,0.0008100115426301364
world_ex_us,rd_me,0.008648302772237083,0.0029250419724803204,0.004718668938352522,-0.005723260799756763
world_ex_us,rd_sale,0.0014848693557890373,0.0012205502788980949,0.005547487215247434,-0.00026431907689094245
world_ex_us,resff3_12_1,0.0053886018151267845,0.0031362108460824107,0.003520429082468404,-0.0022523909690443738
world_ex_us,resff3_6_1,0.00226970359122161,0.0014666416047379592,-0.0008308517693023749,-0.0008030619864836507
world_ex_us,ret_12_1,0.002066360602218503,0.005199450740083918,0.0001695890817743872,0.003133090137865415
world_ex_us,ret_12_7,0.004761946622175528,0.003792724431791125,0.009722133728830705,-0.0009692221903844027
world_ex_us,ret_3_1,-0.009647167047148438,0.0015876949351170749,-0.0028876879132626355,0.011234861982265512
world_ex_us,ret_6_1,0.0007825525224902359,0.0032431672843634338,-0.005912286421939095,0.002460614761873198
world_ex_us,ret_9_1,0.0013748544481130877,0.004250378963127437,-0.0019816968657518186,0.0028755245150143497
world_ex_us,rmax1_21d,0.0033457925537589495,0.0018684678663538385,0.0028632285013257142,-0.001477324687405111
world_ex_us,rmax5_21d,0.00332414611830818,0.0014497483856374446,0.0029987443546680916,-0.0018743977326707356
world_ex_us,rmax5_rvol_21d,0.0009383336230270235,0.0005656894763406334,0.0023148471643156185,-0.00037264414668639013
world_ex_us,rskew_21d,0.0008451493323051655,0.0007273705844091768,0.001115468594026727,-0.00011777874789598865
world_ex_us,rvol_21d,0.002709616932337377,0.0018667409495436232,0.003999770835827778,-0.000842875982793754
world_ex_us,sale_bev,0.002177519169797503,0.0019452577879109246,0.0018052789321109444,-0.00023226138188657845
world_ex_us,sale_emp_gr1,-0.012440283678539098,0.0006376483910439988,0.0014051738721110357,0.013077932069583097
world_ex_us,sale_gr1,0.00915870859929543,-7.156080496848128e-05,0.0013688047892949852,-0.009230269404263912
world_ex_us,sale_gr3,0.027459334368007286,0.0007339221801934711,-0.003083377432030104,-0.026725412187813814
world_ex_us,sale_me,0.011551770133907577,0.0035399330317742207,0.002846656380552635,-0.008011837102133356
world_ex_us,saleq_su,0.0013536914449983493,0.002420993691791808,0.00028795277829193335,0.0010673022467934587
world_ex_us,seas_11_15an,-0.0009018804540930333,0.0012434452003298956,0.0010655160397678417,0.002145325654422929
world_ex_us,seas_11_15na,-0.0051184638826098335,0.0004779496441454763,0.002260234804175247,0.00559641352675531
world_ex_us,seas_1_1an,0.0029001057517209724,0.0023529195464379996,0.0019678351142750506,-0.0005471862052829728
world_ex_us,seas_1_1na,0.0006308263188561439,0.002593266944781969,0.006162263975573967,0.0019624406259258253
world_ex_us,seas_2_5an,0.004496835167647932,0.00039966702683601066,0.0034338698777877947,-0.004097168140811921
world_ex_us,seas_2_5na,0.005870948875930753,0.0007571648589820981,0.0033105313699565513,-0.005113784016948655
world_ex_us,seas_6_10an,0.00727993282320729,0.0029309427048201785,0.0017516654683600278,-0.004348990118387111
world_ex_us,seas_6_10na,0.0032800397863015727,0.0019530729917898275,0.006879315783376868,-0.0013269667945117452
world_ex_us,sti_gr1a,-0.0009258356741738456,6.261615083475251e-05,0.0002905067151369688,0.0009884518250085981
world_ex_us,taccruals_at,0.0017881837738826943,-0.0002970182275023242,-0.002124052215396623,-0.0020852020013850184
world_ex_us,taccruals_ni,-0.0003200617377275692,-0.0008658039387370791,-0.003985302063524905,-0.0005457422010095099
world_ex_us,tangibility,0.0003870893143109698,0.00047733477779485846,0.002622471520534735,9.024546348388867e-05
world_ex_us,tax_gr1a,-0.0006443206936917261,0.000900129044134575,0.0019230116920571133,0.0015444497378263012
world_ex_us,turnover_var_126d,0.0029357784037456307,-0.00018580672566442883,0.002572109921149686,-0.0031215851294100596
world_ex_us,z_score,-0.0041154112831168835,-0.0008079601782033437,0.004230891327809022,0.00330745110491354
world_ex_us,zero_trades_126d,0.0024383901056921333,0.0007375803768075161,-0.00038982390428248865,-0.0017008097288846173
world_ex_us,zero_trades_21d,-0.00036953924891987365,0.0005028083865546207,-0.0003477661645761917,0.0008723476354744943
world_ex_us,zero_trades_252d,0.00190107592188105,0.0007569322917322425,6.388175758372521e-06,-0.0011441436301488075
