signalname,is_mean,pp_mean,is_n,pub_year,retention,is_mean_z,pub_year_z,log_n_z
TotalAccruals,0.28281164574399126,0.016780883367633493,480,2005,0.059335899423406356,-0.9257632430907731,0.13719115187730185,0.8109598143299711
TrendFactor,1.7301283276672101,0.18124611974099025,1020,2016,0.10475877242318231,2.2609635270663535,1.5019448714218746,2.1478028101776983
UpRecomm,0.6520710993403098,0.1838158930501851,49,2001,0.2818954761775959,-0.11272142535581525,-0.35908292795708824,-3.2361934416270097
VolMkt,0.4377597985046694,0.36842281556398637,180,1996,0.8416095238129926,-0.584595734586201,-0.9794255277500759,-0.9285782167790214
VolSD,0.38413742640598925,0.008500878461105688,360,2001,0.022129784490515208,-0.7026623960020858,-0.35908292795708824,0.30074470363512074
VolumeTrend,0.5347039783151969,0.6850827826747462,180,1996,1.2812374892615894,-0.37114237163413677,-0.9794255277500759,-0.9285782167790214
XFIN,1.0960154696302178,1.2343492268428462,342,2006,1.1262151502836912,0.8647629268479342,0.2612596718358994,0.20977409274231149
betaVIX,1.089992422494382,0.2027858453440379,179,2006,0.18604335329228686,0.8515012780426562,0.2612596718358994,-0.9384586773248219
cfp,0.3638634765582628,0.9325587488734678,300,2004,2.5629358508153097,-0.7473019275735185,0.013122631918704325,-0.02260952031387782
dCPVolSpread,1.3433018844157898,0.6838453024111171,190,2014,0.5090779000198645,1.4092424092831177,1.2538078315046797,-0.8326879409259772
dNoa,1.0528583264111206,0.2008261778755007,468,2004,0.19074378084661886,0.7697387864248102,0.013122631918704325,0.7660577177440937
