spec,term,coef,se,t
primary,const,0.3842860737853968,0.07321648785249661,5.2486275299026515
primary,log_n_z,0.032970487396028605,0.03670176639828239,0.8983351656222082
primary,is_mean_z,0.06942411370984862,0.05918338061384536,1.1730339326646635
primary,pub_year_z,-0.0927560306287359,0.07639079298532268,-1.2142304982559553
R1_winsor,const,0.43399068789888195,0.0337443954208372,12.861119083226846
R1_winsor,log_n_z,0.0135133474897016,0.025524366055862606,0.5294293092383293
R1_winsor,is_mean_z,0.019082335759758543,0.03217722222274134,0.5930386292410303
R1_winsor,pub_year_z,-0.044592740978862705,0.02965664409668138,-1.5036340873056737
R2_floor20,const,0.4048432531767277,0.07441251812577925,5.440526182603072
R2_floor20,log_n_z,0.04746080041387198,0.036158993985886026,1.312558652278805
R2_floor20,is_mean_z,0.04875400279369365,0.061405965474203995,0.7939619940374474
R2_floor20,pub_year_z,-0.09434857649629223,0.07791773135395938,-1.2108742754289383
R3_clear,const,0.3863982761344168,0.08555475980595548,4.516385494048451
R3_clear,log_n_z,0.05622792346881164,0.048695501600959444,1.154684141660095
R3_clear,is_mean_z,0.01962611247979848,0.057209009808309313,0.34305981777275735
R3_clear,pub_year_z,-0.10732725769530449,0.09265563087768831,-1.1583457656986191
