term,coef,se,t
ps,-0.25265594748437215,0.0675795792058796,-3.738643395731449
pp,-0.17811458736705038,0.07483577737701312,-2.3800726552185294
pp_is,-0.29093194828410823,0.12002987125264022,-2.4238295454949825
pp_n,0.10668422847101248,0.0666913675699894,1.599670727385407
pp_is_n,-0.13400468201180377,0.07780026188210065,-1.7224194208353167
