window,count,mean,50%,25%,75%
in_sample,114.0,0.24302901199138155,0.21432373953323441,-0.05667814578617157,0.5060278463131375
post_sample,114.0,0.3355067903963505,0.20741206442875573,-0.05899074427641149,0.7315836700751592
post_pub,114.0,0.12721502427568362,0.10689444641988498,-0.16911347363353185,0.3779794724386462
