spec,factors,observations,post_sample,post_sample_t,post_pub,post_pub_t,postpub_minus_postsample,contrast_t
world,126,89147,0.00016912480014442797,0.40525760004486194,-0.0009595550872103921,-2.1692537164448753,-0.00112867988735482,-2.2870865682574526
world_ex_us,126,56335,0.00038183311134179965,0.6769209097456891,-0.00037396566696411125,-0.5474404618803481,-0.0007557987783059108,-1.9110929362959608
world_minus_world_ex_us,126,56335,-0.00017165276444541303,-0.49064909312013966,-0.0005545496922764437,-1.273972480127601,-0.00038289692783103073,-1.3649039576372095
world_significant,105,75367,9.88348261833181e-05,0.19354960135409965,-0.0011947086723772522,-2.249012713827067,-0.0012935434985605703,-1.9872287314483201
world_ex_us_significant,105,47001,0.00029035053187309774,0.5671590204747027,-0.0005179351402591023,-0.8110809798629203,-0.0008082856721322,-1.6753173736560492
