spec,observations,factors,post_sample_coef_pct,post_sample_se_pct,post_sample_t,post_pub_coef_pct,post_pub_se_pct,post_pub_t,postpub_minus_postsample_pct,contrast_se_pct,contrast_t
world_ex_us,56335,126,0.03818331113417996,0.05640734476428711,0.6769209097456891,-0.03739656669641112,0.06831165998940127,-0.5474404618803481,-0.07557987783059109,0.039547986597176364,-1.9110929362959608
developed,56324,126,0.040544234391457365,0.058097556310392075,0.6978647118106946,-0.047508785155345304,0.07109271495172813,-0.6682651687673443,-0.08805301954680268,0.043800466720544495,-2.0103214906041544
emerging,38477,98,-0.038485272700603104,0.05824421426516179,-0.6607570071319976,-0.05279485219689395,0.06681332600967045,-0.7901844639384142,-0.014309579496290848,0.05067774569766384,-0.2823641679260902
world_ex_us_significant,47001,105,0.029035053187309773,0.05119384888387725,0.5671590204747027,-0.051793514025910224,0.06385738947381528,-0.8110809798629203,-0.08082856721322,0.048246719388355425,-1.6753173736560492
