metric,comparator,estimate,ci_low,ci_high
violation_area,proportional,-0.06731297346878932,-0.07823382552563062,-0.05724693675757151
violation_area,vol_target,0.08689272966072946,0.07378476020533983,0.10043285238504679
violation_area,liquidate,0.01639523611507694,0.006485143351654268,0.027189106279429043
healthy_reduction,proportional,-4.761824328249542,-5.763974652444497,-3.762012382523564
healthy_reduction,liquidate,-90.07311919154326,-95.45255100798317,-84.6835727703858
terminal_equity,liquidate,-1.8103286993005252,-2.97391785403618,-0.6156363207118412
