run,selected_train_mean,selected_test_mean,chosen_filter
318,0.0923807042639319,0.04276965356084596,21
319,0.04460545474664308,0.005424624741814854,15
320,0.14890958867976165,-0.008789263041612127,12
321,0.12858596685293555,-0.0019504102769053661,15
322,0.08952210349485669,-0.03735184387894388,0
323,0.1813874043034007,-0.105227292350611,49
324,0.215322174866523,0.06902890565877198,36
325,0.07754029159383473,-0.05256873736309256,31
326,0.07007096166385073,0.052399360594689935,43
327,0.09786146452197693,0.08431380525502628,47
328,0.03727302472677288,-0.048816233270104405,12
329,0.1517639414128722,-0.11406882425870914,1
330,0.11389693741921794,-0.008412691010451499,45
331,0.09235886843824072,-0.05038778239738335,21
332,0.19219491215838533,0.08205825094691024,7
333,0.07468942839049261,-0.060398834387551364,29
334,0.0662686791553393,-0.08069796874662913,11
335,0.15949669475746395,0.01898537949068959,31
336,0.1544747476117008,0.06019796771293611,0
337,0.04135671741987826,0.05176861574336973,14
338,0.12477490295711675,0.0020863887790226626,47
339,0.06690291905078376,0.10907060592699849,23
340,0.07335170211430979,0.03559963490680297,41
341,0.1980201423604964,-0.016261009269572538,11
342,0.0035040143880380598,-0.06197431748156319,3
343,0.12283802419889903,-0.170026247317257,38
344,0.09257594815747806,0.0006194317419058827,5
345,0.07516253243387291,-0.10519567645890898,25
346,0.03771556731173901,0.2050621552909225,19
347,0.08909128682989427,-0.06440373372649225,47
348,0.11938738602228141,0.1659131998803865,21
349,0.025782298000181,-0.0086264771539206,13
350,0.03373781215513621,0.0005147872450175513,48
351,0.05803824800498791,0.039593496881981105,34
352,0.11408107484976873,-0.03173789388328165,7
353,0.05749538652700659,0.0401336489504835,37
354,0.06109033509980292,-0.030090008884811257,24
355,0.15408828650999093,0.09206681095895489,13
356,0.06826938727468694,-0.012139611038565519,33
357,0.09440365630512122,0.06710136881688468,23
358,0.10212717619089627,0.03740697394333352,35
359,0.07785429470664736,-0.0161610550386017,43
360,0.11920450605489763,-0.11569582614188682,19
361,0.09750553697745266,-0.002182841258792695,38
362,0.1592243533097123,-0.024959865645322064,42
363,0.08128621837076537,0.0037593500880142784,18
364,0.12404642131292457,0.016596909505748842,47
365,0.009855142572048826,0.07515795961634875,12
366,0.23204735885532038,0.025863234640049106,3
367,0.0963752187382526,-0.02278715118419643,25
368,0.08506563578581577,-0.10588703611446922,11
369,0.07143446763268034,-0.09506735266773611,4
370,0.032168227532702924,0.004916890687982809,6
371,0.18273995823737466,-0.07914130813434263,47
372,0.1064098253143747,0.027336818256946685,22
373,0.08217120637415987,-0.09643910352235152,38
374,0.08491081209810263,-0.054232383244813526,14
375,0.04977831709308459,-0.1028152904095097,45
376,0.15550024129921183,0.05472693859404333,39
377,0.04339490330196627,0.07839703492497219,36
378,0.015936051903231645,0.07190471874606937,32
379,0.06212523757486865,-0.1735560125461653,23
380,0.10110289875310054,0.010743484799272089,48
381,0.15921970674570474,-0.008662407256676342,18
382,0.07311554755473947,0.11418058273749777,15
