factors,mean_pct,median_pct,t_stat,negative_share,q25_pct,q75_pct,diagnostic_mean_pct,diagnostic_t,P1,P2,P3,falsifier,survives
141,-0.15347487542651492,-0.16246431071473014,-5.618196685504532,0.7092198581560284,-0.34945437676766733,0.038561265192223006,-0.14915742380218167,-3.896938538022899,True,True,True,False,True
