seed,family,method,full_return,early_return,annual_volatility,annual_es_5,annual_turnover,genome_diversity,phenotype_diversity,evaluated_candidates,reserve_floor_margin
20009,rotation,evolution,-0.05798729706250708,-0.02962479644723217,0.11990493206583619,3.901198796585728,44.16763008833344,0.20304264412075396,0.15536848040094112,576,
20009,rotation,random,-0.07914378378045187,-0.04309644871195715,0.07808481523547046,2.734400886948766,31.033463726216056,0.7128469453161171,0.2334144180993877,576,
20009,rotation,hybrid_quality,-0.06380879621389529,-0.04146747716163513,0.06808420203777311,2.3928397209901533,33.03673737235407,0.10723718005573457,0.048748608931112956,576,
20009,rotation,hybrid_diverse,-0.12062157429265236,-0.06490028565822024,0.07268051388740308,2.4692916280862294,37.66413921179422,0.7906346214701336,0.2678307051033233,576,0.0012365794587264334
20010,rotation,evolution,0.08581779735918327,0.07547063993994796,0.1007021320716038,3.1933069710375883,19.37932744284418,0.19924745622819987,0.09482848893654726,576,
20010,rotation,random,0.09156196804984996,0.06440861543002804,0.08955128598288874,2.861697411688532,10.286073749374737,0.7356083391592657,0.2341638193920761,576,
20010,rotation,hybrid_quality,0.1025862805537847,0.10966420613415366,0.10282221939620365,3.1370905317914826,14.01569919463365,0.7116189966519304,0.14156255784729338,576,
20010,rotation,hybrid_diverse,0.05211281148436188,0.061010789613689484,0.0893013669845842,2.8762021564325817,15.552755764952332,0.733491661952853,0.2179665088502762,576,0.0008390062811627491
20011,rotation,evolution,0.1868408490551133,0.037381806881950655,0.07666020276483658,2.4911753475232197,10.410961767357664,0.32010987136993013,0.028396662155747054,576,
20011,rotation,random,0.23733123077558976,0.07464318869818246,0.08611569320505943,2.8553862123851057,19.106076089458764,0.7677764478782519,0.28274546394947264,576,
20011,rotation,hybrid_quality,0.2257759626286216,0.0427638596401143,0.0897839034232475,3.006454619625398,22.363677379491612,0.15393138534163958,0.01812802038576686,576,
20011,rotation,hybrid_diverse,0.222376803530607,0.06321938838130264,0.08708248078521326,2.917199993045039,46.9236525959885,0.5490210457584292,0.20670088550798804,576,0.007682545828624349
30000,correlation_flip,evolution,0.016303545513761425,-0.014636724452684918,0.07655841409992463,2.682003108248943,12.267502236914053,0.2252723006730038,0.0695714342268845,576,
30000,correlation_flip,random,0.04095261267558538,-0.025801498408439934,0.06095300517269219,2.044479147418537,13.056310881484698,0.6781210474664763,0.12465934230655164,576,
30000,correlation_flip,hybrid_quality,0.032878500188532826,-0.012357380585722185,0.06606610953425386,2.4746171969079227,10.67258534162519,0.09724443773547438,0.02095918637833819,576,
30000,correlation_flip,hybrid_diverse,0.022267384111703745,-0.019228081347904998,0.06379526552902295,2.2664962127785926,9.943801717492619,0.5114186010172116,0.1097143068039528,576,0.0003703820790173784
30001,correlation_flip,evolution,-0.035979940701236376,-0.0006038537088370174,0.11229610784275648,3.8647569903255374,25.556519210484584,0.23761107742127072,0.21315325923176576,576,
30001,correlation_flip,random,-0.030099731245218336,-0.015188372258170026,0.09171029423606565,3.3181467597231062,24.482936429323694,0.817639142196647,0.21530550416313107,576,
30001,correlation_flip,hybrid_quality,-0.037721820439292675,-0.006729293156650233,0.1087065020056413,3.8829205428662763,28.410456658251935,0.7982287708325924,0.28583566507889363,576,
30001,correlation_flip,hybrid_diverse,-0.06570591996317403,-0.02397602771786708,0.08741327444241956,3.1713396383186434,25.60793459458569,0.8456108735894646,0.28560958912912954,576,0.0050506010456475015
30002,correlation_flip,evolution,-0.04987983778854193,-0.09645219167040786,0.11071425530233274,3.886974120943715,18.671935657727097,0.1811866138849791,0.0729138008930008,576,
30002,correlation_flip,random,-0.06532957945941503,-0.06119015184577638,0.07937618614546676,3.1242660658580124,19.46837485793463,0.8512882718919803,0.19259558621043063,576,
30002,correlation_flip,hybrid_quality,-0.08264773216318645,-0.06490107216210506,0.07688889369101465,3.1514073891447705,15.667636902005485,0.7144998461471719,0.1784509435177658,576,
30002,correlation_flip,hybrid_diverse,-0.07385142350175154,-0.06314940036505817,0.08441542974617101,3.235953736456963,21.631663812720898,0.8200049288137655,0.23863501341835844,576,0.001484285406858847
30003,correlation_flip,evolution,-0.05770189068318103,-0.024099898187619,0.091187660257883,3.3266357811534064,12.300351112194162,0.12036695336878481,0.0,576,
30003,correlation_flip,random,-0.050840915714899154,-0.022356251794810607,0.08289175593765866,3.035919445390857,13.781840242155038,0.7769476018623441,0.05248259207701323,576,
30003,correlation_flip,hybrid_quality,-0.06040702309937988,-0.01750827914655582,0.08910992505268567,3.2729211431891176,19.278899365715432,0.3434988723105749,0.014205585746983773,576,
30003,correlation_flip,hybrid_diverse,-0.07354460921817474,-0.028090102442252452,0.09054093442060368,3.3201014322782494,13.751113937417962,0.22149281700564433,0.02782818770189569,576,0.006562638620885124
