window,count,mean,50%,25%,75%
in_sample,212.0,0.6870455426387219,0.5749080236159547,0.3704718659244859,0.877120153572743
post_sample,212.0,0.40893966821590905,0.3688384403935192,-0.03630270601723999,0.7101868733140091
post_pub,212.0,0.29503470010091,0.22562825056796815,0.06015980558345581,0.45360183124636744
